"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5705","0","109.2","94.1","0.2","379"
"","Haryana","5063","0","93.5","81.3","-2.8","248"
"","Rajasthan","6279","0","141.4","62.1","-3.3","144"
"","Delhi","3637","12","76.1","66.3","-5.4","120"
"","UP","8766","1540","182.8","92.5","-7.4","240"
"","Uttarakhand","968","0","18.9","13.9","4.6","378"
"","HP","1083","0","20.6","-1.4","10.5","685"
"","J&K","1144","100","25.5","13.2","-1.1","79"
"","Chandigarh","210","0","4.1","0.1","4.0","210"
"WR","Chhattisgarh","2557","40","60.6","13.8","2.8","441"
"","Gujarat","8873","160","192.4","51.7","-11.1","271"
"","MP","5095","75","99.2","44.7","-1.9","185"
"","Maharashtra","13962","269","298.5","83.4","2.9","641"
"","Goa","349","5","7.4","7.0","-0.1","5"
"","DD","244","3","5.6","5.2","0.4","35"
"","DNH","560","8","13.3","13.4","-0.2","50"
"SR","Andhra Pradesh","10204","1300","227.4","74.8","1.8","235"
"","Karnataka","6910","650","140.9","17.9","1.5","234"
"","Kerala","2731","0","48.4","32.6","0.9","210"
"","Tamil Nadu","11231","577","251.7","64.8","2.1","306"
"","Pondy","319","0","6.5","6.8","-0.3","40"
"ER","Bihar","2055","500","41.0","41.9","-0.9","160"
"","DVC","2462","100","57.0","-17.2","-0.4","240"
"","Jharkhand","856","0","18.9","14.8","-2.3","40"
"","Odisha","3567","200","70.5","15.8","0.4","230"
"","West Bengal","6967","12","135.8","36.9","8.9","520"
"","Sikkim","81","0","1.1","1.7","-0.6","0"
"NER","Arunachal Pradesh","101","4","1.1","1.3","-0.2","34"
"","Assam","1107","140","23.3","14.8","2.9","132"
"","Manipur","95","5","1.3","1.7","-0.4","73"
"","Meghalaya","255","8","4.8","0.7","0.1","71"
"","Mizoram","47","5","1.0","1.0","0.0","7"
"","Nagaland","93","3","1.3","1.3","-0.1","22"
"","Tripura","207","21","2.7","1.2","0.0","83"
