"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9640","0","216.2","133.5","-0.2","115","0.0"
"","Haryana","7705","0","154.6","127.0","0.7","291","0.0"
"","Rajasthan","7361","0","152.8","37.5","-0.3","381","0.0"
"","Delhi","4996","0","101.3","83.5","-2.7","66","0.0"
"","UP","17282","0","365.6","186.8","0.7","305","0.0"
"","Uttarakhand","1817","0","40.9","22.8","-1.1","86","0.0"
"","HP","761","0","25.2","-5.2","3.4","196","0.0"
"","J&K","2260","399","39.5","17.6","-3.5","586","9.4"
"","Chandigarh","247","0","4.8","5.7","-0.9","8","0.0"
"WR","Chhattisgarh","3202","0","72.5","11.8","-3.0","318","0.0"
"","Gujarat","11569","0","262.7","54.1","1.9","479","0.0"
"","MP","7292","0","157.9","75.9","-1.8","440","0.0"
"","Maharashtra","17053","4","378.6","86.1","-4.3","431","0.1"
"","Goa","486","0","9.6","8.5","0.4","43","0.3"
"","DD","304","0","6.8","5.8","1.0","77","0.0"
"","DNH","743","0","17.4","16.8","0.7","81","0.0"
"","Essar steel","560","0","11.1","10.7","0.4","268","0.0"
"SR","Andhra Pradesh","7347","0","165.8","11.8","2.3","502","0.0"
"","Telangana","8098","0","175.1","75.9","0.6","531","0.0"
"","Karnataka","7825","0","162.8","44.5","-0.6","450","0.0"
"","Kerala","3004","0","57.8","25.1","0.4","318","0.0"
"","Tamil Nadu","13058","0","299.3","92.6","-0.1","653","0.0"
"","Pondy","355","0","7.4","7.5","-0.1","18","0.0"
"ER","Bihar","4694","0","84.3","83.3","0.8","345","0.0"
"","DVC","2905","0","66.8","-23.5","1.4","365","0.0"
"","Jharkhand","951","0","19.1","17.2","-2.6","135","0.0"
"","Odisha","3793","0","68.6","35.8","1.2","395","0.0"
"","West Bengal","7420","0","140.2","34.2","1.3","403","0.0"
"","Sikkim","73","0","1.5","1.3","0.1","20","0.0"
"NER","Arunachal Pradesh","100","6","2.0","2.5","-0.5","14","0.0"
"","Assam","1642","60","31.5","26.9","-0.3","184","1.0"
"","Manipur","154","12","2.1","2.5","-0.4","21","0.0"
"","Meghalaya","311","0","5.5","1.5","-0.4","31","0.0"
"","Mizoram","78","3","1.7","0.9","0.1","3","0.0"
"","Nagaland","110","3","2.1","2.2","-0.4","4","0.0"
"","Tripura","258","2","4.5","4.3","-0.8","11","0.0"
