"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8549","1725","204.4","106.9","1.0","149"
"","Haryana","8722","0","191.5","90.7","1.5","359"
"","Rajasthan","8405","2888","189.8","47.5","9.2","516"
"","Delhi","5463","97","115.4","84.1","0.8","313"
"","UP","10521","4320","247.1","109.5","3.2","845"
"","Uttarakhand","1660","210","34.3","13.9","2.5","308"
"","HP","1258","0","25.9","0.7","0.4","122"
"","J&K","1720","100","32.8","14.3","4.0","458"
"","Chandigarh","322","0","6.4","5.4","1.0","86"
"WR","Chhattisgarh","3143","0","74.0","21.8","-4.2","319"
"","Gujarat","11624","65","265.5","63.2","-1.9","304"
"","MP","7603","53","152.4","89.1","4.0","464"
"","Maharashtra","15716","63","342.0","99.9","0.2","306"
"","Goa","374","0","7.8","7.6","-0.2","69"
"","DD","248","0","5.6","5.5","0.1","79"
"","DNH","652","0","15.2","14.8","0.3","47"
"","Essar steel","354","0","7.0","7.2","-0.3","11"
"SR","Andhra Pradesh","5477","0","121.2","25.1","-3.1","409"
"","Telangana","3018","400","136.8","73.2","2.8","370"
"","Karnataka","6669","450","135.3","7.2","-0.8","500"
"","Kerala","3194","150","59.0","30.6","1.9","295"
"","Tamil Nadu","12653","0","270.4","69.0","1.4","493"
"","Pondy","297","0","6.3","6.3","0.0","44"
"ER","Bihar","2264","150","47.3","45.2","-0.1","335"
"","DVC","2535","0","55.5","-8.1","1.1","445"
"","Jharkhand","958","61","21.3","11.2","1.9","105"
"","Odisha","3409","0","70.1","8.9","2.9","725"
"","West Bengal","7253","12","141.6","56.5","-2.2","305"
"","Sikkim","90","0","1.1","1.0","0.1","30"
"NER","Arunachal Pradesh","109","1","1.9","2.0","-0.1","15"
"","Assam","1130","231","22.3","14.3","1.8","238"
"","Manipur","121","3","1.9","2.2","-0.3","35"
"","Meghalaya","255","23","4.1","-0.7","-0.4","68"
"","Mizoram","68","7","1.0","1.2","-0.4","22"
"","Nagaland","105","3","2.0","1.6","-0.2","19"
"","Tripura","208","26","3.7","1.4","0.1","49"
