"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5198","0","103.3","19.1","0.8","180","0.0"
"","Haryana","6533","0","116.8","70.2","1.1","196","0.1"
"","Rajasthan","11189","0","211.6","76.6","4.4","205","0.4"
"","Delhi","3854","0","62.0","44.4","-0.7","111","0.0"
"","UP","14198","30","294.1","101.1","0.6","415","1.0"
"","Uttarakhand","1939","0","36.1","26.8","-0.3","220","0.0"
"","HP","1445","0","25.4","21.7","-0.6","106","0.0"
"","J&K","2161","540","46.8","42.0","-0.9","192","10.6"
"","Chandigarh","194","0","3.1","3.2","-0.2","7","0.0"
"WR","Chhattisgarh","3278","0","74.3","5.7","-1.6","111","0.0"
"","Gujarat","14061","0","294.8","104.6","3.3","287","0.0"
"","MP","9950","0","220.5","131.7","-0.7","383","0.0"
"","Maharashtra","20249","0","409.5","135.8","0.7","399","0.0"
"","Goa","403","0","8.6","7.9","0.1","28","0.0"
"","DD","301","0","7.0","6.5","0.4","55","0.0"
"","DNH","741","0","17.4","16.8","0.5","54","0.0"
"","Essar steel","481","0","9.1","8.8","0.3","222","0.0"
"SR","Andhra Pradesh","8116","0","159.6","40.0","0.3","379","0.0"
"","Telangana","8729","0","174.6","69.7","0.0","540","0.0"
"","Karnataka","9359","0","196.9","91.5","0.4","358","0.0"
"","Kerala","3158","0","60.5","51.3","0.9","359","0.0"
"","Tamil Nadu","12610","0","267.4","135.1","1.8","411","0.0"
"","Pondy","285","0","5.9","6.4","-0.4","35","0.0"
"ER","Bihar","4376","0","70.2","67.8","-3.7","185","0.0"
"","DVC","3112","0","70.5","-38.3","-0.6","145","0.0"
"","Jharkhand","1080","0","26.0","14.9","1.5","50","0.0"
"","Odisha","4076","0","74.0","21.3","0.1","360","0.0"
"","West Bengal","6055","0","102.1","12.9","1.9","205","0.0"
"","Sikkim","91","0","1.6","1.8","-0.2","3","0.0"
"NER","Arunachal Pradesh","118","8","2.2","2.0","0.2","56","0.0"
"","Assam","1360","41","23.0","18.6","1.4","122","0.2"
"","Manipur","173","9","2.7","2.9","-0.2","14","0.0"
"","Meghalaya","297","2","6.0","4.0","-0.1","71","0.0"
"","Mizoram","84","11","1.7","1.2","-0.1","5","0.0"
"","Nagaland","114","4","1.7","1.9","-0.3","63","0.0"
"","Tripura","223","2","3.6","2.1","0.1","35","0.0"
