"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6134","0","113.8","55.3","0.0","140"
"","Haryana","6122","0","117.1","90.7","0.0","208"
"","Rajasthan","9735","0","204.8","70.9","2.4","287"
"","Delhi","3003","0","52.8","43.5","-2.5","171"
"","UP","12995","25","271.8","105.3","-0.1","512"
"","Uttarakhand","1759","0","30.3","18.3","-2.7","94"
"","HP","1220","0","26.0","17.9","-0.1","110"
"","J&K","1967","492","42.9","35.7","0.7","187"
"","Chandigarh","170","0","2.9","3.3","-0.4","10"
"WR","Chhattisgarh","3374","0","81.4","19.6","-1.4","372"
"","Gujarat","13167","0","289.0","87.0","-0.1","398"
"","MP","10057","0","197.0","120.2","-2.1","316"
"","Maharashtra","20398","0","442.6","157.2","0.4","598"
"","Goa","433","0","9.1","8.2","0.4","66"
"","DD","294","0","6.7","6.5","0.2","44"
"","DNH","722","0","16.8","16.9","-0.2","15"
"","Essar steel","465","0","9.6","9.0","0.6","173"
"SR","Andhra Pradesh","7266","0","162.0","16.9","2.2","472"
"","Telangana","8218","0","164.9","78.2","-0.3","269"
"","Karnataka","9140","0","199.0","76.4","-3.9","391"
"","Kerala","3419","0","65.3","55.7","1.7","320"
"","Tamil Nadu","12707","0","280.8","163.1","-1.8","440"
"","Pondy","299","0","6.1","6.5","-0.4","28"
"ER","Bihar","3517","0","60.4","59.4","1.1","70"
"","DVC","3255","0","60.9","-24.4","-0.5","85"
"","Jharkhand","1135","0","21.2","16.2","0.7","110"
"","Odisha","3862","0","75.3","23.0","0.8","225"
"","West Bengal","6437","0","112.6","22.2","1.7","190"
"","Sikkim","90","0","1.6","1.4","0.2","21"
"NER","Arunachal Pradesh","112","1","2.1","1.8","0.3","25"
"","Assam","1313","49","21.4","15.5","1.5","88"
"","Manipur","136","0","2.1","2.1","0.0","2"
"","Meghalaya","280","0","5.6","4.4","-0.1","42"
"","Mizoram","79","0","1.3","1.2","0.0","15"
"","Nagaland","101","2","1.8","1.7","0.1","28"
"","Tripura","204","0","2.7","2.2","-0.6","57"
