"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10541","0","233.5","138.5","-1.0","100","0.0"
"","Haryana","9104","0","191.4","146.8","0.9","299","0.0"
"","Rajasthan","10431","0","231.1","98.1","3.3","362","0.0"
"","Delhi","5773","0","116.6","103.9","-2.0","85","0.0"
"","UP","16900","530","354.1","191.4","2.3","320","0.1"
"","Uttarakhand","2007","0","40.0","19.6","1.3","180","0.0"
"","HP","1368","12","28.3","-1.9","3.2","360","0.1"
"","J&K","1998","499","40.7","26.0","-0.7","622","9.7"
"","Chandigarh","313","0","5.8","6.6","-0.8","1","0.0"
"WR","Chhattisgarh","3680","0","81.4","15.1","-0.3","681","0.0"
"","Gujarat","16705","0","361.9","106.3","3.4","762","0.0"
"","MP","7981","0","170.8","67.6","-1.0","450","0.0"
"","Maharashtra","17699","0","377.1","95.5","-7.7","575","0.0"
"","Goa","423","0","9.0","8.4","0.0","50","0.0"
"","DD","324","0","6.4","5.6","0.8","85","0.0"
"","DNH","775","0","16.7","15.6","1.1","109","0.0"
"","Essar steel","494","0","10.6","10.8","-0.2","264","0.0"
"SR","Andhra Pradesh","6522","0","149.8","3.1","-0.6","658","0.0"
"","Telangana","7453","0","157.0","54.3","-0.2","495","0.0"
"","Karnataka","7493","0","146.7","18.4","-8.1","374","0.0"
"","Kerala","2241","0","38.9","15.3","-2.2","209","0.0"
"","Tamil Nadu","13377","0","272.1","77.8","-2.2","404","0.0"
"","Pondy","294","0","6.2","6.3","-0.2","17","0.0"
"ER","Bihar","4861","0","91.6","93.1","-3.4","0","0.0"
"","DVC","2917","0","64.5","-30.5","4.8","423","0.0"
"","Jharkhand","1041","0","21.7","17.7","-1.8","10","0.0"
"","Odisha","5016","0","97.8","50.8","4.4","510","0.0"
"","West Bengal","8677","0","165.4","54.6","4.3","280","0.0"
"","Sikkim","92","0","1.0","1.3","-0.3","0","0.0"
"NER","Arunachal Pradesh","117","6","2.1","2.4","-0.3","25","0.2"
"","Assam","1742","70","31.9","25.7","1.3","151","1.2"
"","Manipur","175","3","2.3","2.5","-0.2","28","0.1"
"","Meghalaya","300","5","4.8","1.3","-0.3","52","0.0"
"","Mizoram","83","2","1.4","1.1","-0.1","25","0.1"
"","Nagaland","106","9","2.2","2.0","-0.1","0","0.1"
"","Tripura","287","4","5.1","4.7","0.2","37","0.0"
