"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9026","0","195.0","124.2","-2.4","175","0.0"
"","Haryana","9115","0","192.3","155.3","-0.7","226","0.0"
"","Rajasthan","8950","0","197.6","61.5","-1.4","424","0.0"
"","Delhi","5790","0","121.7","104.3","-0.1","180","0.0"
"","UP","21282","0","428.3","194.0","0.8","679","0.0"
"","Uttarakhand","1903","0","42.4","16.8","0.7","176","0.0"
"","HP","1349","0","28.1","-1.6","0.3","184","0.0"
"","J&K","1947","487","40.4","14.9","5.9","550","9.6"
"","Chandigarh","234","0","5.1","5.7","-0.6","0","0.0"
"WR","Chhattisgarh","3750","0","90.0","23.0","2.4","349","0.6"
"","Gujarat","12440","0","273.8","63.0","0.6","539","0.0"
"","MP","8493","0","189.3","88.7","0.3","903","0.0"
"","Maharashtra","16672","0","362.4","99.8","-0.9","454","0.0"
"","Goa","541","0","11.8","11.0","0.2","27","0.0"
"","DD","321","0","7.2","6.8","0.4","38","0.0"
"","DNH","756","0","17.7","17.9","-0.2","38","0.0"
"","Essar steel","335","0","5.7","6.2","-0.5","317","0.0"
"SR","Andhra Pradesh","6915","0","153.9","6.9","-0.5","494","0.0"
"","Telangana","7403","0","152.0","60.9","-0.4","581","0.0"
"","Karnataka","9510","0","184.7","39.5","-0.7","633","0.0"
"","Kerala","3490","-150","72.4","60.1","3.2","301","-0.5"
"","Tamil Nadu","14683","0","325.4","132.8","1.5","576","0.0"
"","Pondy","376","0","8.3","8.5","-0.2","35","0.0"
"ER","Bihar","5585","0","106.7","100.9","1.8","180","0.0"
"","DVC","2906","0","62.9","-30.9","-1.9","150","0.0"
"","Jharkhand","1280","0","25.0","17.7","-0.5","120","0.0"
"","Odisha","4499","0","96.5","26.0","16.0","1250","0.6"
"","West Bengal","8679","0","178.9","80.6","3.2","410","0.0"
"","Sikkim","88","0","0.9","1.3","-0.4","10","0.0"
"NER","Arunachal Pradesh","127","2","2.1","2.8","-0.7","56","0.0"
"","Assam","1778","141","33.0","26.7","1.6","192","1.7"
"","Manipur","169","3","2.6","2.4","0.2","39","0.0"
"","Meghalaya","342","0","5.6","-0.5","-0.1","57","0.0"
"","Mizoram","84","1","1.7","1.1","0.4","6","0.0"
"","Nagaland","130","2","2.2","2.1","-0.2","62","0.0"
"","Tripura","280","8","5.5","4.1","0.5","68","0.0"
