"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5744","0","107.1","37.2","-0.2","223"
"","Haryana","6383","167","117.6","62.3","0.2","261"
"","Rajasthan","10288","0","223.4","78.0","0.2","310"
"","Delhi","3836","8","64.6","52.9","-2.5","207"
"","UP","10574","1490","233.7","92.9","-0.2","492"
"","Uttarakhand","1881","0","37.0","26.9","0.2","134"
"","HP","1458","0","27.0","22.6","1.2","198"
"","J&K","2047","512","44.9","38.4","1.4","285"
"","Chandigarh","233","0","4.0","3.8","0.3","21"
"WR","Chhattisgarh","3433","96","72.6","22.8","-0.5","218"
"","Gujarat","12790","13","271.0","63.5","3.1","507"
"","MP","9433","0","184.3","110.6","-1.0","385"
"","Maharashtra","18050","13","366.6","71.4","2.0","665"
"","Goa","400","0","7.5","6.3","0.6","70"
"","DD","267","0","5.9","5.7","0.2","23"
"","DNH","656","0","15.3","15.2","0.1","95"
"","Essar steel","371","0","7.5","6.8","0.7","173"
"SR","Andhra Pradesh","6324","0","126.7","10.4","-1.1","601"
"","Telangana","5984","0","127.2","91.0","1.2","441"
"","Karnataka","8658","500","179.8","38.0","0.4","476"
"","Kerala","3363","0","65.0","47.9","1.2","155"
"","Tamil Nadu","13091","0","271.9","122.0","2.8","357"
"","Pondy","295","0","6.3","6.2","0.0","58"
"ER","Bihar","3404","150","62.0","60.0","1.0","0"
"","DVC","2112","0","58.9","-17.3","1.0","0"
"","Jharkhand","1049","50","24.9","12.1","0.6","0"
"","Odisha","3379","0","65.7","18.5","0.2","0"
"","West Bengal","6564","0","113.6","27.8","-1.9","0"
"","Sikkim","109","0","1.3","1.3","0.0","0"
"NER","Arunachal Pradesh","107","1","2.0","1.5","0.5","40"
"","Assam","1320","16","22.2","15.3","2.6","126"
"","Manipur","160","1","2.6","2.4","0.2","27"
"","Meghalaya","341","0","5.3","5.1","-0.8","59"
"","Mizoram","93","1","1.6","1.1","0.4","45"
"","Nagaland","114","0","2.1","1.5","0.5","42"
"","Tripura","213","1","3.0","-1.0","0.2","28"
