"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6457","0","146.1","51.5","-0.4","144","0.0"
"","Haryana","7102","0","148.2","86.9","2.3","319","0.0"
"","Rajasthan","10069","0","203.7","71.8","1.7","347","0.1"
"","Delhi","4088","0","87.4","67.1","-2.0","74","0.1"
"","UP","15781","210","350.5","168.6","0.0","341","1.2"
"","Uttarakhand","1879","0","35.5","12.5","0.4","171","0.0"
"","HP","1311","0","25.4","11.8","1.6","162","0.0"
"","J&K","1926","481","40.3","33.9","-1.2","217","9.5"
"","Chandigarh","214","0","4.1","4.7","-0.5","2","0.0"
"WR","Chhattisgarh","3681","83","83.7","22.8","1.4","259","0.8"
"","Gujarat","16007","0","348.1","123.6","3.5","477","0.0"
"","MP","9322","0","201.5","130.8","2.4","556","0.0"
"","Maharashtra","17885","0","385.8","130.0","-2.6","471","0.0"
"","Goa","454","0","9.9","9.6","0.3","35","0.0"
"","DD","338","0","7.6","6.6","1.1","101","0.0"
"","DNH","764","0","16.5","15.9","0.6","99","0.0"
"","Essar steel","488","0","8.1","7.5","0.5","195","0.0"
"SR","Andhra Pradesh","6889","0","145.5","28.2","2.0","641","0.0"
"","Telangana","6689","0","146.7","32.3","-1.3","740","0.0"
"","Karnataka","6849","0","133.4","28.2","3.1","520","0.0"
"","Kerala","3130","0","62.9","45.3","1.0","296","0.0"
"","Tamil Nadu","12981","0","274.3","128.0","-1.5","1075","0.0"
"","Pondy","338","0","7.1","7.2","-0.1","26","0.0"
"ER","Bihar","4553","0","82.7","75.9","-0.1","402","0.0"
"","DVC","2815","0","66.4","-11.5","3.4","435","0.0"
"","Jharkhand","1234","0","23.2","16.3","1.1","165","0.0"
"","Odisha","4506","0","89.3","36.6","5.0","385","0.0"
"","West Bengal","8253","0","155.1","49.2","2.7","398","0.0"
"","Sikkim","97","0","1.5","1.4","0.1","20","0.0"
"NER","Arunachal Pradesh","123","1","2.3","2.5","-0.3","7","0.1"
"","Assam","1660","100","29.3","22.9","0.9","141","1.2"
"","Manipur","168","2","2.1","2.4","-0.3","20","0.0"
"","Meghalaya","258","0","5.0","0.3","-0.2","126","0.0"
"","Mizoram","85","2","1.3","1.3","0.0","15","0.0"
"","Nagaland","111","1","2.5","1.7","0.3","23","0.0"
"","Tripura","269","0","4.5","4.2","1.0","90","0.0"
