"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4838","0","103.4","55.3","-1.1","196"
"","Haryana","6200","0","111.8","71.0","-1.6","212"
"","Rajasthan","8992","0","188.3","49.7","-2.0","598"
"","Delhi","3500","0","68.1","45.1","-0.1","288"
"","UP","9059","3130","225.2","92.6","-1.2","420"
"","Uttarakhand","1380","320","28.8","18.5","1.3","136"
"","HP","1276","0","23.4","14.4","1.2","155"
"","J&K","1740","0","32.1","23.8","2.0","249"
"","Chandigarh","200","0","3.6","3.3","0.3","46"
"WR","Chhattisgarh","2936","18","63.0","6.8","-0.5","356"
"","Gujarat","11298","0","253.8","42.6","-2.5","250"
"","MP","8482","0","186.3","102.6","0.5","496"
"","Maharashtra","17842","774","381.2","131.4","5.2","495"
"","Goa","411","0","7.9","8.5","-1.1","43"
"","DD","256","0","5.7","5.8","-0.1","13"
"","DNH","621","0","14.4","10.1","4.3","17"
"","Essar steel","359","0","7.0","7.1","-0.1","61"
"SR","Andhra Pradesh","4955","0","105.3","20.6","-4.1","293"
"","Telangana","5663","500","123.2","61.1","5.7","419"
"","Karnataka","7098","300","132.6","18.3","0.0","513"
"","Kerala","2998","400","59.0","26.2","1.5","345"
"","Tamil Nadu","10569","834","223.8","67.3","0.8","262"
"","Pondy","268","0","5.6","5.7","-0.1","79"
"ER","Bihar","2715","0","52.7","53.4","-2.6","200"
"","DVC","2581","0","57.2","-16.2","0.4","370"
"","Jharkhand","1053","0","22.0","12.3","-0.9","100"
"","Odisha","3531","0","67.3","18.5","0.1","300"
"","West Bengal","6789","0","118.1","24.2","-0.6","275"
"","Sikkim","95","0","1.2","1.1","0.1","20"
"NER","Arunachal Pradesh","105","5","1.7","1.5","0.2","40"
"","Assam","1172","154","22.5","13.2","3.2","216"
"","Manipur","126","9","2.3","2.1","0.2","44"
"","Meghalaya","264","11","4.4","2.2","-0.4","41"
"","Mizoram","71","2","1.2","1.0","0.1","18"
"","Nagaland","102","4","1.9","1.4","0.0","32"
"","Tripura","208","2","2.6","0.9","-0.4","38"
