"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9589","0","221.3","133.2","0.6","113","0.0"
"","Haryana","8322","34","169.6","113.1","1.1","277","0.1"
"","Rajasthan","8518","0","192.7","87.3","3.4","282","2.3"
"","Delhi","5406","0","106.6","81.8","0.3","240","0.0"
"","UP","16608","350","367.8","164.2","2.6","697","0.0"
"","Uttarakhand","1610","150","35.2","16.4","1.2","215","0.8"
"","HP","1148","0","24.5","-4.4","2.9","326","0.1"
"","J&K","1932","483","36.9","12.1","-1.1","232","8.8"
"","Chandigarh","257","0","5.0","5.4","-0.4","0","0.0"
"WR","Chhattisgarh","3620","0","85.8","29.5","-1.3","110","0.0"
"","Gujarat","11324","0","258.9","67.6","-1.1","255","0.0"
"","MP","7133","0","157.5","99.9","-0.9","80","0.0"
"","Maharashtra","19126","0","423.5","127.2","4.3","494","0.0"
"","Goa","455","0","8.9","7.7","1.2","25","0.0"
"","DD","305","0","7.0","6.2","0.8","54","0.0"
"","DNH","732","0","16.9","16.7","0.2","15","0.0"
"","Essar steel","369","0","7.6","7.5","0.1","130","0.0"
"SR","Andhra Pradesh","7236","0","160","42","1.8","400","0.0"
"","Telangana","8704","0","188","104","-2.6","353","0.0"
"","Karnataka","8249","0","187","63","3.3","474","0.0"
"","Kerala","3003","0","58","41","1.3","344","0.0"
"","Tamil Nadu","13186","0","282","89","1.4","449","0.0"
"","Pondy","336","0","7","7","-0.2","27","0.0"
"ER","Bihar","4085","0","79.3","74.0","2.0","239","0.8"
"","DVC","2617","0","60.4","-22.3","1.0","340","0.9"
"","Jharkhand","1213","0","22.5","15.4","0.1","200","0.0"
"","Odisha","4036","0","78.0","21.7","-3.2","210","0.0"
"","West Bengal","7747","0","144.8","45.8","2.7","390","0.0"
"","Sikkim","79","0","0.9","1.1","-0.2","9","0.0"
"NER","Arunachal Pradesh","108","2","2.1","2.2","-0.1","14","0.0"
"","Assam","1591","118","30.1","22.4","2.6","207","1.1"
"","Manipur","141","8","2.1","2.0","0.1","34","0.1"
"","Meghalaya","244","0","4.4","-0.5","-0.4","38","0.0"
"","Mizoram","69","4","1.2","1.1","0.0","12","0.0"
"","Nagaland","110","5","1.8","2.0","-0.3","19","0.0"
"","Tripura","232","7","4.1","3.4","0.1","63","0.1"
