"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8664","615","194.4","125.4","0.7","155"
"","Haryana","7777","0","171.6","102.6","-1.5","214"
"","Rajasthan","6716","0","152.0","52.1","-2.5","150"
"","Delhi","4974","0","103.9","83.0","-1.6","227"
"","UP","11478","2150","248.8","125.0","-1.7","291"
"","Uttarakhand","1487","285","33.4","16.6","0.3","127"
"","HP","1152","0","24.9","1.3","-0.4","60"
"","J&K","1645","100","31.1","17.9","-0.7","111"
"","Chandigarh","305","0","6.0","5.9","0.0","34"
"WR","Chhattisgarh","2954","101","65.2","26.4","1.6","306"
"","Gujarat","8863","79","197.8","46.6","2.9","630"
"","MP","5779","30","114.9","37.2","-0.7","284"
"","Maharashtra","13836","127","307.2","91.8","0.0","503"
"","Goa","360","2","7.3","6.5","0.4","24"
"","DD","249","1","5.9","5.5","0.4","13"
"","DNH","617","3","14.2","13.5","0.6","69"
"","Essar steel","499","4","11.0","11.6","-0.5","0"
"SR","Andhra Pradesh","9659","1000","211.8","88.1","-0.6","297"
"","Karnataka","6956","600","141.4","14.4","2.0","198"
"","Kerala","2919","75","53.1","30.0","1.0","182"
"","Tamil Nadu","11232","578","251.6","80.2","0.6","315"
"","Pondy","303","0","6.0","7.0","-1.0","16"
"ER","Bihar","2059","350","43.9","47.0","-3.2","60"
"","DVC","2678","0","59.9","-22.5","-1.3","200"
"","Jharkhand","1105","0","20.8","14.7","-0.7","180"
"","Odisha","3600","150","71.3","16.9","2.1","450"
"","West Bengal","6883","28","136.5","42.4","3.9","500"
"","Sikkim","75","0","1.2","1.1","0.1","10"
"NER","Arunachal Pradesh","94","6","1.3","1.5","-0.2","35"
"","Assam","1135","161","23.5","14.3","3.2","189"
"","Manipur","106","9","1.3","2.1","-0.8","2"
"","Meghalaya","262","12","4.4","0.4","-0.3","51"
"","Mizoram","54","1","1.0","1.0","0.0","8"
"","Nagaland","92","3","1.6","1.3","-0.1","18"
"","Tripura","202","18","3.4","1.5","0.1","52"
