"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4707","0","86.5","37.8","-2.5","137"
"","Haryana","4794","0","78.4","49.9","-1.1","298"
"","Rajasthan","8990","0","177.5","61.2","-3.2","178"
"","Delhi","3028","38","56.7","39.2","-1.6","253"
"","UP","9558","2135","208.5","85.4","-0.6","611"
"","Uttarakhand","1678","40","32.4","21.6","1.7","169"
"","HP","1319","0","24.3","17.8","1.3","164"
"","J&K","1649","100","26.3","25.5","-5.1","162"
"","Chandigarh","179","0","3.3","3.3","-0.1","22"
"WR","Chhattisgarh","3110","49","67.3","16.3","0.3","393"
"","Gujarat","11509","0","254.0","74.9","-0.4","729"
"","MP","6563","0","129.4","65.2","0.6","260"
"","Maharashtra","15090","8","325.3","90.5","1.1","770"
"","Goa","428","0","8.2","7.0","0.5","65"
"","DD","258","0","6.2","5.8","0.4","26"
"","DNH","640","0","14.7","14.5","0.2","20"
"","Essar steel","583","0","12.7","12.0","0.6","37"
"SR","Andhra Pradesh","11446","400","258.1","89.8","3.8","448"
"","Karnataka","7912","400","165.6","21.6","0.3","274"
"","Kerala","3429","8","64.6","32.3","1.6","227"
"","Tamil Nadu","12164","743","265.2","93.1","-1.7","249"
"","Pondy","306","0","6.1","6.2","-0.1","31"
"ER","Bihar","2001","200","40.6","37.6","0.6","120"
"","DVC","2631","0","56.6","-16.4","-0.7","150"
"","Jharkhand","978","0","20.6","10.0","-0.6","170"
"","Odisha","3557","0","65.0","10.0","0.4","250"
"","West Bengal","6514","13","119.3","28.5","4.4","430"
"","Sikkim","107","0","1.3","1.4","-0.1","20"
"NER","Arunachal Pradesh","114","1","1.4","1.3","0.2","51"
"","Assam","994","179","17.5","12.0","2.3","174"
"","Manipur","109","11","1.5","1.4","0.0","47"
"","Meghalaya","268","2","4.6","3.1","0.7","60"
"","Mizoram","68","2","1.0","0.9","-0.2","17"
"","Nagaland","73","2","1.5","1.4","-0.2","19"
"","Tripura","234","1","2.9","0.1","0.4","54"
