"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5351","0","114.2","71.9","-0.3","152"
"","Haryana","5415","0","109.2","60.0","-2.1","208"
"","Rajasthan","6808","0","153.8","57.8","-4.5","105"
"","Delhi","3853","0","82.7","56.1","-5.0","0"
"","UP","10660","1465","235.7","94.2","-4.2","240"
"","Uttarakhand","1591","0","31.9","18.9","-1.0","47"
"","HP","1104","0","22.3","11.3","-0.8","59"
"","J&K","1472","100","28.4","17.4","0.2","225"
"","Chandigarh","223","0","4.5","4.6","-0.1","17"
"WR","Chhattisgarh","3236","56","75.3","22.7","3.6","259"
"","Gujarat","11777","36","266.4","52.9","-0.5","428"
"","MP","7249","0","145.3","73.7","-4.7","202"
"","Maharashtra","14577","55","342.9","126.9","-3.1","519"
"","Goa","365","50","8.4","7.0","1.0","112"
"","DD","238","0","4.9","5.1","-0.2","34"
"","DNH","555","0","13.1","14.1","-1.0","3"
"SR","Andhra Pradesh","10844","2000","240.2","72.3","2.7","280"
"","Karnataka","7170","500","153.7","24.7","1.2","203"
"","Kerala","2744","450","56.7","40.8","1.1","284"
"","Tamil Nadu","9753","2203","220.2","70.4","3.5","460"
"","Pondy","270","0","5.9","7.2","-1.3","2"
"ER","Bihar","1838","500","38.6","39.9","-1.3","110"
"","DVC","2757","0","56.2","-16.9","-0.9","580"
"","Jharkhand","1068","0","21.2","11.9","-1.3","20"
"","Odisha","3581","0","70.9","11.8","0.9","240"
"","West Bengal","6346","0","131.0","32.1","5.0","530"
"","Sikkim","118","0","1.5","2.3","-0.8","0"
"NER","Arunachal Pradesh","80","10","1.4","1.3","0.1","78"
"","Assam","972","116","16.1","12.4","-1.5","138"
"","Manipur","85","5","1.3","1.2","0.1","31"
"","Meghalaya","190","1","2.8","2.0","0.3","80"
"","Mizoram","62","3","1.1","0.9","0.2","13"
"","Nagaland","84","1","1.8","1.3","0.3","29"
"","Tripura","186","24","3.0","1.0","0.0","34"
