"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","11271","0","253.7","134.2","-1.6","69","0.0"
"","Haryana","9842","0","211.3","161.5","0.7","253","0.0"
"","Rajasthan","11344","0","251.4","79.1","9.7","986","0.0"
"","Delhi","6444","0","129.0","110.4","1.5","356","0.0"
"","UP","20999","1600","428.8","208.8","3.8","793","18.9"
"","Uttarakhand","1996","110","43.3","17.5","1.0","166","2.1"
"","HP","1480","0","30.4","-2.6","7.6","870","1.3"
"","J&K","2194","549","42.8","18.7","3.6","460","10.2"
"","Chandigarh","363","0","6.8","6.8","0.0","62","0.0"
"WR","Chhattisgarh","4686","0","111.6","47.8","-1.2","183","0.0"
"","Gujarat","16280","0","355.4","88.9","4.2","579","0.0"
"","MP","9929","0","229.2","121.1","4.8","858","0.0"
"","Maharashtra","19775","0","451.4","126.9","-2.9","379","0.0"
"","Goa","541","0","11.0","10.7","-0.4","49","0.0"
"","DD","349","0","7.8","7.3","0.5","53","0.0"
"","DNH","822","0","19.2","19.4","-0.2","56","0.0"
"","Essar steel","282","0","4.8","5.2","-0.3","223","0.0"
"SR","Andhra Pradesh","7470","0","168.2","21.3","-0.7","444","0.0"
"","Telangana","8918","0","191.1","104.6","0.4","565","0.0"
"","Karnataka","9044","0","164.5","52.0","-2.4","744","0.0"
"","Kerala","3170","0","60.7","42.1","1.7","322","0.0"
"","Tamil Nadu","14039","0","299.0","117.2","-0.4","657","0.0"
"","Pondy","374","0","7.8","8.1","-0.3","45","0.0"
"ER","Bihar","5207","0","97.4","93.7","-0.6","50","0.0"
"","DVC","3017","0","63.7","-44.5","-1.3","120","0.0"
"","Jharkhand","1070","0","24.8","17.0","-1.6","50","0.0"
"","Odisha","4917","0","102.5","43.4","3.3","400","0.0"
"","West Bengal","9205","0","192.2","88.1","2.9","350","0.0"
"","Sikkim","95","0","1.2","1.2","0.0","26","0.0"
"NER","Arunachal Pradesh","118","2","2.3","2.7","-0.3","84","0.0"
"","Assam","1583","130","27.8","22.3","1.3","135","1.9"
"","Manipur","156","3","2.5","2.3","0.2","21","0.0"
"","Meghalaya","295","0","5.4","-0.7","-0.1","42","0.0"
"","Mizoram","96","2","1.9","1.4","-0.2","11","0.0"
"","Nagaland","135","1","2.0","2.1","-0.3","46","0.0"
"","Tripura","288","4","4.8","4.5","-0.2","44","0.0"
