"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5590","0","113.1","21.2","-0.2","121","0.0"
"","Haryana","6651","0","124.7","69.2","2.5","227","0.5"
"","Rajasthan","10796","352","214.5","72.8","4.9","354","2.8"
"","Delhi","3959","0","66.8","50.8","-2.2","380","0.0"
"","UP","14307","0","302.8","99.2","2.1","891","1.0"
"","Uttarakhand","2053","0","37.4","28.5","0.0","100","0.0"
"","HP","1501","26","27.8","22.2","1.7","194","0.2"
"","J&K","2197","549","46.6","41.4","1.2","319","11.0"
"","Chandigarh","221","0","3.5","3.5","0.0","25","0.0"
"WR","Chhattisgarh","3374","0","72.9","4.7","-1.2","279","0.0"
"","Gujarat","14175","0","307.5","115.0","-1.0","361","0.0"
"","MP","11990","0","223.8","134.5","0.7","497","0.0"
"","Maharashtra","20732","0","421.8","138.2","1.4","435","0.0"
"","Goa","467","0","9.5","9.5","-0.5","10","0.0"
"","DD","326","0","7.4","6.8","0.5","82","0.0"
"","DNH","738","0","17.3","16.7","0.6","77","0.0"
"","Essar steel","455","0","8.8","8.5","0.2","192","0.0"
"SR","Andhra Pradesh","8384","0","166.5","49.6","2.7","660","0.1"
"","Telangana","9144","0","181.6","76.2","-0.8","367","0.1"
"","Karnataka","10123","0","209.4","92.7","0.5","322","0.1"
"","Kerala","3424","0","66.0","53.5","0.9","167","0.0"
"","Tamil Nadu","13574","0","274.1","139.7","4.1","561","0.2"
"","Pondy","330","0","6.5","6.9","-0.4","26","0.0"
"ER","Bihar","4321","0","74.6","68.9","0.9","412","0.0"
"","DVC","3071","0","70.5","-41.3","-0.6","356","0.0"
"","Jharkhand","1180","0","25.2","14.6","1.2","135","0.0"
"","Odisha","4166","0","75.4","20.7","2.7","385","0.0"
"","West Bengal","6256","0","108.4","17.7","2.2","405","0.0"
"","Sikkim","109","0","1.9","1.6","0.3","20","0.0"
"NER","Arunachal Pradesh","121","4","2.2","1.8","0.4","39","0.0"
"","Assam","1412","23","23.5","19.4","1.5","135","0.2"
"","Manipur","178","4","2.7","2.8","-0.2","25","0.0"
"","Meghalaya","273","0","5.5","3.4","-0.1","45","0.0"
"","Mizoram","90","5","1.7","0.9","0.0","22","0.0"
"","Nagaland","117","9","1.8","1.7","0.0","38","0.1"
"","Tripura","221","0","3.4","2.0","0.1","55","0.0"
