"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5935","0","124.1","80.1","-0.9","102"
"","Haryana","6353","0","124.3","87.1","-0.3","227"
"","Rajasthan","8243","0","185.0","70.1","-0.4","135"
"","Delhi","4187","0","86.1","64.5","-0.2","142"
"","UP","11795","3160","263.4","119.8","1.5","499"
"","Uttarakhand","1652","75","33.7","21.0","1.5","197"
"","HP","1138","0","23.4","9.3","0.5","147"
"","J&K","1862","404","36.6","22.4","0.3","244"
"","Chandigarh","230","0","4.7","4.6","0.3","26"
"WR","Chhattisgarh","3334","96","76.1","27.2","1.1","272"
"","Gujarat","13643","0","299.4","59.4","2.6","315"
"","MP","7025","0","150.8","96.0","-2.0","221"
"","Maharashtra","19635","41","418.7","115.2","3.8","745"
"","Goa","437","0","9.4","8.0","0.7","157"
"","DD","288","0","6.4","6.7","-0.3","35"
"","DNH","720","0","16.4","16.7","-0.3","50"
"","Essar steel","388","0","8.0","8.3","-0.3","0"
"SR","Andhra Pradesh","6136","0","142.1","39.1","4.0","366"
"","Telangana","5532","0","124.4","73.2","0.7","277"
"","Karnataka","8163","400","170.6","29.6","0.7","375"
"","Kerala","3100","200","62.1","38.0","1.2","286"
"","Tamil Nadu","12109","200","271.4","111.8","-0.4","358"
"","Pondy","325","0","7.3","7.0","0.3","41"
"ER","Bihar","2696","250","55.3","54.4","-1.3","130"
"","DVC","2399","0","56.6","-18.6","-1.0","350"
"","Jharkhand","882","0","18.9","11.8","0.5","50"
"","Odisha","3491","0","73.9","22.7","-0.7","250"
"","West Bengal","6867","0","124.1","34.0","2.4","450"
"","Sikkim","86","0","1.1","1.1","0.0","28"
"NER","Arunachal Pradesh","98","6","1.2","1.4","-0.1","45"
"","Assam","1152","144","19.3","12.1","1.3","200"
"","Manipur","136","6","1.7","2.0","-0.4","55"
"","Meghalaya","266","2","4.1","2.2","-0.9","47"
"","Mizoram","76","4","1.1","0.9","0.2","26"
"","Nagaland","99","5","1.9","1.4","0.4","21"
"","Tripura","249","3","2.9","0.4","0.4","79"
