"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4698","0","89.0","33.8","0.8","213"
"","Haryana","5685","0","105.6","50.4","1.0","375"
"","Rajasthan","9106","0","186.6","70.5","1.3","286"
"","Delhi","3593","5","63.5","42.3","-1.7","271"
"","UP","10054","2115","223.1","83.4","-0.5","278"
"","Uttarakhand","1751","75","33.4","23.6","2.4","200"
"","HP","1384","0","25.0","20.2","0.5","131"
"","J&K","1940","100","41.2","33.6","1.6","306"
"","Chandigarh","211","0","3.6","3.3","0.3","60"
"WR","Chhattisgarh","3122","34","68.3","16.8","-4.7","345"
"","Gujarat","10976","23","243.7","52.5","-1.8","468"
"","MP","7748","24","150.7","64.3","-2.5","378"
"","Maharashtra","17361","278","364.8","113.4","1.8","473"
"","Goa","402","1","7.9","7.5","-0.2","56"
"","DD","233","1","5.8","6.0","-0.2","61"
"","DNH","597","2","14.0","14.0","0.0","66"
"","Essar steel","423","1","8.8","8.8","0.0","46"
"SR","Andhra Pradesh","11215","400","258.5","87.2","6.4","481"
"","Karnataka","8470","500","184.4","19.1","1.2","241"
"","Kerala","3213","150","61.3","28.3","2.3","228"
"","Tamil Nadu","12037","866","258.1","83.2","3.6","431"
"","Pondy","298","0","6.0","6.2","-0.2","17"
"ER","Bihar","2075","0","43.7","38.9","1.2","205"
"","DVC","2564","0","57.4","-13.6","-3.1","275"
"","Jharkhand","886","52","20.5","12.8","1.0","165"
"","Odisha","3554","0","65.4","19.0","-0.5","220"
"","West Bengal","6012","0","109.5","28.4","1.1","380"
"","Sikkim","82","0","1.2","1.3","-0.1","16"
"NER","Arunachal Pradesh","115","5","1.5","1.3","0.2","32"
"","Assam","895","281","15.1","9.9","1.7","119"
"","Manipur","121","4","1.5","1.4","0.1","41"
"","Meghalaya","283","2","4.8","3.2","0.4","121"
"","Mizoram","75","1","1.1","0.9","-0.1","19"
"","Nagaland","99","1","1.6","1.5","-0.1","24"
"","Tripura","197","0","2.8","0.1","0.3","50"
