"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10689","0","240.9","131.6","1.2","187","0.0"
"","Haryana","8732","795","189.5","121.1","2.2","288","5.6"
"","Rajasthan","10181","0","212.4","79.2","1.6","360","0.0"
"","Delhi","5810","16","115.7","91.3","0.0","323","0.2"
"","UP","17262","1210","374.0","182.1","1.4","595","8.8"
"","Uttarakhand","1893","75","38.9","13.2","-0.7","101","0.2"
"","HP","1348","0","27.6","-2.0","2.7","218","0.0"
"","J&K","2396","599","41.3","14.6","0.6","789","9.8"
"","Chandigarh","328","0","6.4","7.0","-0.6","7","0.0"
"WR","Chhattisgarh","3781","0","87.6","27.1","0.2","268","0.0"
"","Gujarat","11798","0","261.2","56.9","-1.6","402","0.0"
"","MP","8016","0","172.6","95.2","3.0","752","0.0"
"","Maharashtra","19998","0","365.1","116.4","0.8","485","0.0"
"","Goa","401","0","8.1","8.3","-0.3","41","0.0"
"","DD","320","0","6.3","5.7","0.6","35","0.0"
"","DNH","725","0","15.4","15.7","-0.3","25","0.0"
"","Essar steel","108","0","1.2","0.6","0.6","145","0.0"
"SR","Andhra Pradesh","7023","0","157","38","1.1","607","0.0"
"","Telangana","7637","0","178","88","-1.3","350","0.0"
"","Karnataka","8190","0","171","86","3.3","636","0.0"
"","Kerala","3452","0","66","51","2.1","287","0.0"
"","Tamil Nadu","12351","0","260","91","0.2","658","0.0"
"","Pondy","290","0","6","6","-0.4","30","0.0"
"ER","Bihar","3794","0","72.1","67.8","1.0","190","0.0"
"","DVC","2723","100","63.2","-25.0","1.1","400","0.3"
"","Jharkhand","1189","0","23.0","15.2","0.1","150","0.0"
"","Odisha","4143","0","81.0","25.0","-2.2","230","0.0"
"","West Bengal","7825","0","142.4","43.8","4.6","350","0.0"
"","Sikkim","98","0","1.0","1.5","-0.5","0","0.0"
"NER","Arunachal Pradesh","121","1","2.2","2.9","-0.7","6","0.0"
"","Assam","1553","0","28.8","21.4","2.5","212","0.3"
"","Manipur","139","2","2.1","2.2","-0.1","31","0.0"
"","Meghalaya","254","0","4.5","-2.4","0.0","27","0.0"
"","Mizoram","73","2","1.4","1.4","0.0","9","0.0"
"","Nagaland","115","1","2.5","2.4","-0.1","26","0.0"
"","Tripura","242","3","3.8","3.1","-0.1","44","0.0"
