"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5615","0","112.8","32.3","-0.1","79","0.0"
"","Haryana","6708","0","129.1","76.6","0.9","256","0.0"
"","Rajasthan","12263","0","237.0","66.2","-0.2","191","0.0"
"","Delhi","4295","0","72.7","58.2","-0.8","173","0.0"
"","UP","13263","500","272.5","102.0","1.0","232","1.6"
"","Uttarakhand","2156","0","40.2","27.0","0.5","199","0.0"
"","HP","1682","0","31.5","25.4","0.9","146","0.0"
"","J&K","2866","716","49.4","46.6","-2.5","499","11.7"
"","Chandigarh","240","0","4.0","3.9","0.1","60","0.0"
"WR","Chhattisgarh","3456","0","76.1","34.2","-0.2","250","0.2"
"","Gujarat","15018","0","321.8","94.6","1.8","460","0.0"
"","MP","12946","0","235.5","134.1","0.1","488","0.0"
"","Maharashtra","20314","0","405.3","103.8","0.8","730","0.0"
"","Goa","452","0","11.5","10.8","0.1","48","0.0"
"","DD","316","0","7.0","6.8","0.2","42","0.0"
"","DNH","787","0","18.1","18.1","0.0","42","0.0"
"","Essar steel","518","0","11.0","10.6","0.4","284","0.0"
"SR","Andhra Pradesh","7168","0","151.5","55.2","-0.1","849","0.0"
"","Telangana","8115","0","162.6","55.7","-0.1","603","0.0"
"","Karnataka","11189","0","211.1","76.1","-0.5","481","0.0"
"","Kerala","3664","0","70.9","55.2","0.8","218","0.0"
"","Tamil Nadu","14063","0","304.7","148.0","-1.4","462","0.0"
"","Pondy","365","0","7.2","7.4","-0.2","20","0.0"
"ER","Bihar","4157","0","74.7","68.0","1.1","460","0.0"
"","DVC","3123","0","64.5","-46.2","-0.6","396","0.0"
"","Jharkhand","1059","0","24.3","17.6","0.2","169","0.0"
"","Odisha","3851","0","76.4","29.0","-0.9","267","0.0"
"","West Bengal","6950","0","126.8","23.7","1.7","309","0.0"
"","Sikkim","102","0","1.6","1.6","-0.1","18","0.0"
"NER","Arunachal Pradesh","119","3","2.2","2.0","0.1","36","0.0"
"","Assam","1386","32","23.7","18.1","1.1","114","0.8"
"","Manipur","195","2","2.9","2.8","0.1","45","0.0"
"","Meghalaya","350","0","5.9","5.0","-0.2","72","0.0"
"","Mizoram","98","2","1.9","1.6","0.1","12","0.0"
"","Nagaland","126","3","2.1","1.9","0.0","33","0.0"
"","Tripura","226","0","3.7","3.6","0.5","69","0.0"
