"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5803","0","128.1","85.9","0.1","121"
"","Haryana","6537","0","123.8","78.3","-0.8","198"
"","Rajasthan","8434","0","186.8","74.0","2.5","320"
"","Delhi","4322","6","88.6","68.8","-2.1","129"
"","UP","11611","2220","254.0","126.3","-4.8","414"
"","Uttarakhand","1792","75","37.9","18.7","1.4","170"
"","HP","1220","0","25.7","4.9","2.0","359"
"","J&K","1891","378","37.4","22.9","0.2","264"
"","Chandigarh","228","0","4.7","5.1","0.3","11"
"WR","Chhattisgarh","3013","0","72.6","20.5","-2.1","152"
"","Gujarat","13477","0","296.2","57.2","1.0","295"
"","MP","7213","0","153.1","94.3","-1.9","166"
"","Maharashtra","18974","47","415.4","106.3","4.0","437"
"","Goa","390","0","9.2","7.9","0.7","99"
"","DD","288","0","6.5","6.4","-0.3","42"
"","DNH","671","0","15.8","16.1","0.1","-2"
"","Essar steel","407","0","9.1","9.0","0.1","102"
"SR","Andhra Pradesh","6237","0","137.6","42.9","3.6","549"
"","Telangana","5297","180","116.8","66.2","0.8","250"
"","Karnataka","7148","350","150.5","28.7","1.7","302"
"","Kerala","3142","125","61.3","35.1","1.8","222"
"","Tamil Nadu","10320","932","236.0","92.7","0.6","480"
"","Pondy","294","0","6.2","6.4","-0.2","41"
"ER","Bihar","2834","0","57.8","54.5","0.9","200"
"","DVC","2641","0","59.8","-32.0","0.0","150"
"","Jharkhand","908","0","20.5","12.2","-0.3","50"
"","Odisha","3152","0","67.0","22.5","1.1","250"
"","West Bengal","6892","14","137.6","48.8","-1.4","200"
"","Sikkim","104","0","0.9","1.6","-0.7","25"
"NER","Arunachal Pradesh","100","2","1.2","2.4","-1.2","22"
"","Assam","1240","125","23.0","16.0","0.9","202"
"","Manipur","153","2","2.1","2.4","-0.3","43"
"","Meghalaya","278","2","4.6","3.8","-0.3","64"
"","Mizoram","84","1","1.2","1.3","-0.1","21"
"","Nagaland","106","2","2.0","1.9","0.1","27"
"","Tripura","224","1","3.0","0.8","0.1","87"
