"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4947","0","96.5","33.5","0.0","137"
"","Haryana","6084","107","108.1","78.7","0.4","257"
"","Rajasthan","9333","123","201.9","71.3","1.6","306"
"","Delhi","3502","0","58.6","47.1","0.3","292"
"","UP","12643","310","270.8","94.1","1.8","386"
"","Uttarakhand","1800","0","32.0","16.6","-0.2","121"
"","HP","1257","0","25.2","21.1","0.2","133"
"","J&K","2051","513","43.2","39.3","-0.3","89"
"","Chandigarh","200","0","3.4","3.4","0.0","29"
"WR","Chhattisgarh","3097","0","70.9","7.0","-1.2","300"
"","Gujarat","13224","0","277.5","83.5","-2.8","388"
"","MP","11202","0","216.7","121.7","-2.9","222"
"","Maharashtra","19976","0","388.1","119.2","-2.2","404"
"","Goa","436","0","8.8","7.2","1.0","95"
"","DD","280","0","6.3","6.2","0.0","11"
"","DNH","693","0","15.8","16.0","-0.2","45"
"","Essar steel","584","0","11.4","11.1","0.3","166"
"SR","Andhra Pradesh","6807","0","148.9","8.2","1.7","385"
"","Telangana","7720","0","153.7","66.6","0.9","250"
"","Karnataka","9300","0","195.6","61.6","4.2","960"
"","Kerala","3313","0","62.7","54.0","2.1","196"
"","Tamil Nadu","13245","0","279.5","138.1","0.8","481"
"","Pondy","308","0","6.3","6.8","-0.5","20"
"ER","Bihar","3591","0","65.2","61.0","-0.3","350"
"","DVC","2342","0","52.0","-29.6","-3.6","380"
"","Jharkhand","1088","0","22.5","14.9","1.9","150"
"","Odisha","4126","0","72.3","22.4","1.5","300"
"","West Bengal","6276","0","103.3","25.3","2.7","380"
"","Sikkim","88","0","1.4","1.4","0.0","25"
"NER","Arunachal Pradesh","99","1","2.1","1.6","0.5","15"
"","Assam","1348","0","22.2","15.9","2.4","95"
"","Manipur","134","1","2.3","2.4","-0.1","31"
"","Meghalaya","287","0","5.1","4.7","-0.3","43"
"","Mizoram","84","1","1.5","1.4","0.1","31"
"","Nagaland","110","2","1.9","1.8","0.1","25"
"","Tripura","215","0","3.4","1.3","0.3","26"
