"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5254","0","97.7","49.5","-0.5","237"
"","Haryana","5954","0","108.4","66.1","0.1","264"
"","Rajasthan","9827","0","212.9","77.1","0.7","390"
"","Delhi","3349","0","60.3","46.0","0.5","214"
"","UP","10609","1050","228.8","114.9","-0.8","271"
"","Uttarakhand","1771","5","34.1","25.8","1.3","145"
"","HP","1320","0","25.1","19.8","0.6","165"
"","J&K","1905","476","33.0","30.7","-4.1","175"
"","Chandigarh","193","0","3.5","3.6","0.3","20"
"WR","Chhattisgarh","3005","329","68.1","26.3","1.9","259"
"","Gujarat","12338","4","269.7","69.8","-2.5","402"
"","MP","10761","0","221.1","130.3","-2.6","715"
"","Maharashtra","18906","19","396.0","105.0","-3.1","564"
"","Goa","436","0","8.9","8.4","0.0","30"
"","DD","290","0","6.4","6.3","0.1","36"
"","DNH","652","0","15.4","15.5","-0.2","0"
"","Essar steel","298","0","5.3","4.4","0.9","173"
"SR","Andhra Pradesh","5789","0","123.9","22.4","2.0","460"
"","Telangana","5845","0","130.2","81.7","0.9","268"
"","Karnataka","7532","1200","165.2","37.0","4.2","439"
"","Kerala","3401","0","64.7","46.0","2.1","143"
"","Tamil Nadu","11068","0","227.4","87.1","3.8","405"
"","Pondy","272","0","5.4","5.3","0.1","36"
"ER","Bihar","3326","0","67.4","61.8","3.2","50"
"","DVC","2462","0","57.1","-11.7","-1.5","100"
"","Jharkhand","1011","0","24.6","11.2","1.5","75"
"","Odisha","3299","0","56.7","22.9","-2.7","175"
"","West Bengal","6804","0","124.4","26.4","0.4","150"
"","Sikkim","101","0","0.8","0.8","0.0","30"
"NER","Arunachal Pradesh","103","2","1.6","1.4","0.2","40"
"","Assam","1307","13","21.4","14.5","1.6","203"
"","Manipur","151","1","2.0","2.5","-0.5","25"
"","Meghalaya","312","3","5.3","4.3","-0.3","57"
"","Mizoram","86","2","1.3","1.1","0.1","32"
"","Nagaland","107","3","2.0","1.6","0.3","30"
"","Tripura","213","2","2.8","-0.1","0.9","32"
