"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5684","0","115.0","28.7","-0.3","89","0.0"
"","Haryana","6803","0","131.2","70.3","-0.1","96","0.0"
"","Rajasthan","12557","158","244.0","68.3","-0.9","351","0.0"
"","Delhi","4336","0","71.4","53.2","-0.3","238","0.0"
"","UP","13806","110","293.3","122.6","0.9","265","2.7"
"","Uttarakhand","2145","0","40.5","24.6","0.5","115","0.1"
"","HP","1676","0","30.4","23.9","1.2","290","0.0"
"","J&K","2800","700","53.0","46.0","1.9","487","12.5"
"","Chandigarh","243","0","3.9","3.8","0.0","42","0.0"
"WR","Chhattisgarh","3819","0","81.3","25.5","-0.2","512","0.6"
"","Gujarat","15554","0","329.5","90.4","3.3","720","0.0"
"","MP","13964","0","258.1","144.5","-2.3","671","0.0"
"","Maharashtra","20208","0","410.9","100.2","0.5","555","0.0"
"","Goa","46","0","9.5","9.2","0.3","91","0.0"
"","DD","301","0","6.9","6.7","0.1","39","0.0"
"","DNH","737","0","17.5","17.6","-0.1","77","0.0"
"","Essar steel","524","0","10.9","10.9","0.0","270","0.0"
"SR","Andhra Pradesh","8218","0","165.0","63.8","0.2","489","0.0"
"","Telangana","9247","0","183.5","73.7","0.6","496","0.0"
"","Karnataka","11783","0","219.0","73.3","-0.5","480","0.0"
"","Kerala","3537","0","66.2","52.6","0.1","221","0.0"
"","Tamil Nadu","14213","0","295.2","148.3","0.9","493","0.0"
"","Pondy","387","0","7.6","7.8","-0.2","44","0.0"
"ER","Bihar","4333","0","77.4","72.2","0.0","460","0.0"
"","DVC","3111","115","66.2","-30.7","0.0","396","0.4"
"","Jharkhand","1047","0","24.4","18.7","0.4","169","0.7"
"","Odisha","3786","0","70.8","22.4","-0.2","267","0.0"
"","West Bengal","6431","0","115.4","26.2","0.7","309","0.0"
"","Sikkim","94","0","1.4","1.9","-0.5","18","0.0"
"NER","Arunachal Pradesh","105","2","2.4","2.0","0.5","35","0.0"
"","Assam","1396","25","23.0","17.9","1.3","174","0.4"
"","Manipur","180","2","2.9","3.1","-0.2","27","0.0"
"","Meghalaya","338","0","6.3","4.9","0.1","244","0.0"
"","Mizoram","106","3","1.8","1.3","0.3","26","0.0"
"","Nagaland","110","2","2.2","2.0","0.0","64","0.1"
"","Tripura","217","1","4.2","2.0","0.0","27","0.0"
