"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5464","0","95.9","40.9","-4.0","221","0.0"
"","Haryana","5566","0","95.5","81.1","-3.7","298","0.0"
"","Rajasthan","8398","0","159.2","33.8","-5.6","341","0.0"
"","Delhi","4472","0","89.2","75.2","-1.8","145","0.1"
"","UP","15134","0","284.6","126.7","-1.0","469","0.0"
"","Uttarakhand","1764","0","37.5","15.8","-0.3","170","0.0"
"","HP","1188","0","25.3","8.3","-0.8","439","0.0"
"","J&K","1865","466","39.3","30.6","-1.7","259","10.0"
"","Chandigarh","212","0","4.0","4.7","-0.7","14","0.0"
"WR","Chhattisgarh","4514","0","100.0","46.5","-3.4","737","0.0"
"","Gujarat","16656","0","359.3","103.2","4.5","911","0.0"
"","MP","8486","0","176.6","81.9","-3.1","688","0.0"
"","Maharashtra","21896","0","478.3","146.9","-0.6","864","0.0"
"","Goa","540","0","14.0","11.9","1.9","35","0.0"
"","DD","339","0","7.6","7.2","0.4","41","0.0"
"","DNH","807","0","18.9","18.6","0.3","73","0.0"
"","Essar steel","214","0","4.2","4.7","-0.5","277","0.0"
"SR","Andhra Pradesh","8920","0","193.9","67.9","0.8","442","0.0"
"","Telangana","8820","0","193.8","69.0","-0.7","455","0.0"
"","Karnataka","12354","0","249.3","80.2","0.5","498","0.0"
"","Kerala","4197","0","87.3","60.3","1.3","193","0.0"
"","Tamil Nadu","16040","0","362.1","192.1","0.9","496","0.0"
"","Pondy","407","0","8.7","9.0","-0.3","47","0.0"
"ER","Bihar","4661","0","88.5","83.3","1.0","100","0.0"
"","DVC","3292","0","69.6","-43.3","0.5","300","0.0"
"","Jharkhand","1171","0","26.6","17.4","-1.0","125","0.0"
"","Odisha","4554","0","93.8","33.9","2.2","350","0.0"
"","West Bengal","8860","0","178.0","59.9","0.4","250","0.0"
"","Sikkim","92","0","1.2","1.5","-0.2","20","0.0"
"NER","Arunachal Pradesh","117","2","2.1","2.6","-0.6","15","0.0"
"","Assam","1320","110","20.4","16.3","-0.1","164","1.5"
"","Manipur","140","3","2.1","2.2","-0.1","39","0.0"
"","Meghalaya","318","30","5.3","4.1","0.0","39","0.3"
"","Mizoram","91","1","1.9","1.5","0.2","10","0.0"
"","Nagaland","120","2","2.1","2.1","0.0","7","0.0"
"","Tripura","278","0","4.6","4.0","0.2","60","0.0"
