"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5378","0","105.0","66.9","-0.9","290"
"","Haryana","6247","0","116.3","92.6","1.0","245"
"","Rajasthan","7929","0","177.9","62.2","0.2","154"
"","Delhi","4442","0","91.5","67.5","0.3","196"
"","UP","11817","2355","249.2","112.3","-0.2","277"
"","Uttarakhand","1736","75","36.0","22.4","2.1","218"
"","HP","1277","0","25.0","9.1","0.4","188"
"","J&K","1792","358","34.4","20.6","-0.2","269"
"","Chandigarh","241","0","4.8","4.8","0.3","13"
"WR","Chhattisgarh","3220","0","80.2","28.3","-1.0","180"
"","Gujarat","13553","0","303.4","54.9","0.8","504"
"","MP","7229","0","153.9","90.8","-0.7","314"
"","Maharashtra","19504","49","429.9","120.4","-1.9","303"
"","Goa","433","0","9.7","7.4","1.6","131"
"","DD","295","0","6.5","6.6","0.0","43"
"","DNH","720","0","16.5","17.1","0.6","13"
"","Essar steel","424","0","9.4","8.8","0.6","159"
"SR","Andhra Pradesh","6307","0","139.8","24.8","0.0","406"
"","Telangana","5674","170","131.9","77.0","3.5","955"
"","Karnataka","7845","0","167.9","29.4","1.1","347"
"","Kerala","3056","325","62.5","36.6","2.8","285"
"","Tamil Nadu","11869","200","276.7","108.7","0.2","477"
"","Pondy","325","0","6.9","6.9","0.0","26"
"ER","Bihar","2686","0","54.5","51.7","0.6","130"
"","DVC","2579","0","54.9","-16.8","3.0","280"
"","Jharkhand","828","0","18.2","11.7","-2.0","0"
"","Odisha","3460","0","66.9","18.3","0.6","300"
"","West Bengal","7015","0","128.0","43.1","2.2","550"
"","Sikkim","91","0","1.1","1.3","-0.2","25"
"NER","Arunachal Pradesh","103","1","1.3","1.3","-0.1","38"
"","Assam","1213","100","19.6","12.8","0.4","173"
"","Manipur","117","5","2.1","2.0","0.1","20"
"","Meghalaya","260","2","4.7","2.8","-0.9","20"
"","Mizoram","74","1","1.2","1.0","0.2","19"
"","Nagaland","103","1","1.7","1.5","0.2","21"
"","Tripura","185","12","3.1","0.4","0.6","37"
