"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6109","0","131.7","32.1","-0.7","74","0.0"
"","Haryana","6585","38","135.1","57.4","1.5","262","0.2"
"","Rajasthan","9781","294","196.5","58.7","2.8","600","0.7"
"","Delhi","3388","0","65.5","52.4","0.3","210","0.0"
"","UP","13279","0","296.0","95.0","1.5","599","1.8"
"","Uttarakhand","1812","0","34.2","25.1","0.4","170","0.1"
"","HP","1430","0","24.9","19.9","0.8","156","0.2"
"","J&K","2062","516","42.4","38.3","-0.6","371","10.0"
"","Chandigarh","173","0","3.2","2.9","0.3","38","0.0"
"WR","Chhattisgarh","3717","0","83.5","24.1","-1.8","70","0.0"
"","Gujarat","14794","0","318.3","166.3","2.6","324","0.0"
"","MP","9211","0","186.6","95.0","-3.5","337","0.0"
"","Maharashtra","21634","0","457.2","142.5","-1.5","403","0.0"
"","Goa","462","0","9.1","9.1","-0.3","36","0.0"
"","DD","331","0","7.3","6.5","0.7","105","0.0"
"","DNH","763","0","17.7","17.0","0.7","68","0.0"
"","Essar steel","423","0","6.6","6.7","-0.1","206","0.0"
"SR","Andhra Pradesh","8797","0","180.7","40.9","-0.5","380","0.0"
"","Telangana","9953","0","214.3","103.4","-1.0","365","0.0"
"","Karnataka","10589","0","232.3","81.4","-0.1","396","0.0"
"","Kerala","3844","0","76.0","46.7","2.0","268","0.0"
"","Tamil Nadu","14742","0","310.7","127.5","-0.4","350","0.0"
"","Pondy","352","0","7.3","7.6","-0.3","48","0.0"
"ER","Bihar","4288","0","73.4","68.4","-2.4","100","0.0"
"","DVC","2940","0","66.5","-54.7","-1.6","60","0.0"
"","Jharkhand","1201","0","23.3","14.9","1.5","220","0.0"
"","Odisha","4187","0","78.0","28.8","1.1","300","0.0"
"","West Bengal","7629","0","143.3","18.3","1.7","430","0.0"
"","Sikkim","93","0","1.1","1.3","-0.2","20","0.0"
"NER","Arunachal Pradesh","124","1","2.1","1.6","0.5","59","0.0"
"","Assam","1368","51","22.3","19.5","0.7","146","0.5"
"","Manipur","170","2","2.3","2.4","-0.2","22","0.0"
"","Meghalaya","320","0","5.3","3.4","-0.1","57","0.0"
"","Mizoram","82","1","1.6","1.1","-0.1","34","0.0"
"","Nagaland","122","1","2.0","1.7","0.2","40","0.0"
"","Tripura","242","0","4.0","2.9","0.6","26","0.0"
