"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4960","0","93.9","41.2","0.6","247"
"","Haryana","5083","0","89.9","47.8","-0.1","328"
"","Rajasthan","8579","0","178.6","63.1","-0.4","318"
"","Delhi","3286","0","58.6","40.8","-1.0","274"
"","UP","9881","1430","211.5","82.4","-4.3","259"
"","Uttarakhand","1657","70","31.7","20.8","1.1","225"
"","HP","1348","186","24.1","18.3","0.3","91"
"","J&K","1708","100","37.3","31.0","0.5","251"
"","Chandigarh","199","0","3.4","3.4","0.0","21"
"WR","Chhattisgarh","3024","50","62.8","12.1","-0.9","338"
"","Gujarat","10777","4","243.1","64.6","-0.9","399"
"","MP","6366","2","124.3","67.4","-1.7","380"
"","Maharashtra","16310","19","340.8","100.7","1.9","410"
"","Goa","403","0","8.3","8.0","-0.3","70"
"","DD","241","0","6.0","5.5","0.5","65"
"","DNH","636","0","14.8","14.6","0.2","82"
"","Essar steel","515","0","11.0","11.0","0.0","37"
"SR","Andhra Pradesh","11064","0","248.7","88.4","3.0","350"
"","Karnataka","8528","450","181.4","24.7","1.2","331"
"","Kerala","3378","150","64.8","32.0","2.1","204"
"","Tamil Nadu","11829","697","267.4","92.4","1.7","450"
"","Pondy","299","0","6.1","6.4","-0.3","25"
"ER","Bihar","2023","0","41.4","38.3","-0.3","135"
"","DVC","2522","0","55.6","-15.0","-2.0","303"
"","Jharkhand","953","0","19.6","11.1","-1.2","98"
"","Odisha","3532","0","59.2","8.9","-1.8","335"
"","West Bengal","6336","0","107.5","18.2","2.1","395"
"","Sikkim","112","0","1.4","1.4","0.0","42"
"NER","Arunachal Pradesh","119","1","1.4","1.3","0.1","55"
"","Assam","999","166","17.9","12.3","2.4","117"
"","Manipur","129","1","1.5","1.5","0.0","42"
"","Meghalaya","270","15","4.5","3.3","0.6","68"
"","Mizoram","76","1","1.1","0.9","0.0","20"
"","Nagaland","93","1","1.5","1.4","-0.2","17"
"","Tripura","203","0","2.9","0.2","0.3","60"
