"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9693","0","220.9","133.4","0.1","220"
"","Haryana","8756","0","185.4","138.2","-3.9","137"
"","Rajasthan","7856","0","173.1","58.9","2.5","337"
"","Delhi","5230","0","107.7","88.0","-1.9","220"
"","UP","14802","420","316.1","147.8","1.5","509"
"","Uttarakhand","1869","0","40.7","21.1","0.4","161"
"","HP","1230","0","25.1","2.7","0.3","65"
"","J&K","1456","364","32.4","14.4","-4.6","180"
"","Chandigarh","339","0","6.7","6.6","0.1","37"
"WR","Chhattisgarh","3167","0","73.3","24.0","0.1","350"
"","Gujarat","11562","0","256.1","63.5","-3.0","450"
"","MP","5666","0","119.5","75.0","-4.0","401"
"","Maharashtra","15240","0","331.0","62.7","-1.5","755"
"","Goa","422","0","8.7","7.8","0.5","78"
"","DD","264","0","5.8","5.5","0.0","11"
"","DNH","716","0","16.5","16.9","-0.3","-5"
"","Essar steel","546","0","10.6","10.3","0.2","200"
"SR","Andhra Pradesh","6871","0","145.8","20.9","1.5","525"
"","Telangana","5860","0","120.8","77.8","1.0","363"
"","Karnataka","7306","250","149.3","49.9","1.4","708"
"","Kerala","3141","0","57.8","40.3","0.7","311"
"","Tamil Nadu","13847","0","305.6","119.6","-2.0","600"
"","Pondy","351","0","7.2","7.7","-0.5","4"
"ER","Bihar","3484","100","70.9","67.2","1.5","180"
"","DVC","2675","50","60.6","-23.8","0.5","250"
"","Jharkhand","1111","0","20.3","15.6","-0.6","100"
"","Odisha","4032","150","76.7","23.8","0.5","560"
"","West Bengal","7344","0","142.2","34.0","0.9","300"
"","Sikkim","88","0","1.1","1.0","0.1","25"
"NER","Arunachal Pradesh","97","7","1.9","1.9","0.0","22"
"","Assam","1522","46","27.4","21.7","1.2","269"
"","Manipur","136","2","1.8","2.4","-0.5","35"
"","Meghalaya","261","0","4.6","0.5","-0.1","54"
"","Mizoram","73","1","1.2","1.0","0.1","26"
"","Nagaland","98","5","1.9","1.8","0.1","0"
"","Tripura","243","0","4.1","3.4","0.6","69"
