"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10111","0","224.7","134.4","0.4","117","0.0"
"","Haryana","8775","0","185.5","139.7","1.3","362","0.0"
"","Rajasthan","10954","0","238.4","60.5","4.5","448","0.7"
"","Delhi","5629","0","114.9","96.5","-1.5","132","0.0"
"","UP","16587","200","350.5","184.2","0.8","864","0.0"
"","Uttarakhand","1848","0","34.4","17.9","-0.3","169","0.9"
"","HP","1193","0","23.8","-3.2","3.6","887","0.1"
"","J&K","2373","593","36.9","14.3","-2.0","257","8.8"
"","Chandigarh","252","0","5.3","6.1","-0.8","0","0.0"
"WR","Chhattisgarh","3685","0","83.6","15.3","0.7","815","0.0"
"","Gujarat","16236","0","356.2","72.6","-1.0","756","0.0"
"","MP","8223","0","184.9","76.2","1.8","766","0.0"
"","Maharashtra","19880","0","435.5","121.2","-2.8","663","0.0"
"","Goa","423","0","9.4","10.1","-1.3","84","0.0"
"","DD","344","0","7.5","6.5","1.0","109","0.0"
"","DNH","793","0","18.3","16.9","1.4","138","0.0"
"","Essar steel","506","0","9.3","9.6","-0.3","291","0.0"
"SR","Andhra Pradesh","6997","0","158.0","0.4","0.9","520","0.0"
"","Telangana","8069","0","168.2","81.5","1.4","435","0.0"
"","Karnataka","7828","0","158.8","26.3","-4.0","411","0.0"
"","Kerala","3084","0","60.4","22.3","-0.7","161","0.0"
"","Tamil Nadu","13839","0","294.1","82.7","-0.6","717","0.0"
"","Pondy","337","0","7.3","7.6","-0.3","15","0.0"
"ER","Bihar","4774","0","90.1","88.5","-0.4","200","0.0"
"","DVC","2822","0","65.2","-28.9","4.5","220","0.8"
"","Jharkhand","1190","0","24.4","18.5","0.1","85","0.0"
"","Odisha","4823","0","102.3","55.2","1.6","225","0.0"
"","West Bengal","8385","0","168.4","62.0","3.3","250","0.0"
"","Sikkim","89","0","1.1","1.3","-0.2","15","0.0"
"NER","Arunachal Pradesh","122","3","2.2","2.6","-0.3","0","0.0"
"","Assam","1690","130","30.5","24.1","1.4","185","1.5"
"","Manipur","165","5","2.3","2.5","-0.2","21","0.0"
"","Meghalaya","302","0","5.6","0.9","-0.1","25","0.0"
"","Mizoram","79","3","1.4","1.0","0.0","11","0.0"
"","Nagaland","123","1","2.3","1.8","0.1","26","0.0"
"","Tripura","266","0","5.0","4.4","0.7","49","0.0"
