"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7308","0","163.8","98.6","-0.5","242","0.0"
"","Haryana","7472","0","157.7","108.8","-0.5","212","0.0"
"","Rajasthan","9016","0","195.2","65.0","1.9","380","0.2"
"","Delhi","5683","0","115.2","95.2","1.0","291","0.2"
"","UP","17273","90","370.3","154.4","-2.0","357","0.0"
"","Uttarakhand","1855","0","39.4","21.7","-0.5","149","0.0"
"","HP","1149","95","24.5","6.6","1.3","217","0.6"
"","J&K","1831","458","39.3","18.9","-3.0","95","9.3"
"","Chandigarh","325","0","6.1","6.2","-0.1","63","0.0"
"WR","Chhattisgarh","3146","0","83.3","15.9","0.9","278","0.0"
"","Gujarat","15083","0","332.9","93.3","2.0","453","0.0"
"","MP","7490","0","166.6","82.5","-1.8","691","0.0"
"","Maharashtra","21829","0","460.7","148.5","-1.2","693","0.0"
"","Goa","421","0","8.7","8.9","-0.8","106","0.0"
"","DD","322","0","7.1","6.6","0.5","76","0.0"
"","DNH","753","0","16.8","17.2","-0.4","5","0.0"
"","Essar steel","427","0","9.0","8.7","0.3","206","0.0"
"SR","Andhra Pradesh","7170","0","155.9","50.1","6.4","714","0.0"
"","Telangana","6739","0","140.2","51.8","-3.5","327","0.0"
"","Karnataka","8442","0","168.0","65.2","2.6","609","0.0"
"","Kerala","3684","0","68.9","54.6","1.3","305","0.0"
"","Tamil Nadu","14652","0","313.0","157.2","2.7","750","0.0"
"","Pondy","363","0","7.6","7.9","-0.3","28","0.0"
"ER","Bihar","4242","100","77.6","73.4","1.4","385","0.3"
"","DVC","3014","0","67.8","-44.3","-0.6","321","0.0"
"","Jharkhand","1090","0","24.9","17.7","0.5","185","0.0"
"","Odisha","3952","0","78.8","26.2","-0.5","300","0.0"
"","West Bengal","8023","0","151.9","36.5","4.3","415","0.0"
"","Sikkim","76","0","1.1","1.5","-0.4","20","0.0"
"NER","Arunachal Pradesh","99","4","2.1","1.6","0.5","33","0.0"
"","Assam","1565","6","23.5","16.1","3.3","102","0.5"
"","Manipur","132","4","2.4","2.0","0.4","31","0.0"
"","Meghalaya","264","0","3.9","2.6","-0.2","46","0.0"
"","Mizoram","74","2","1.6","1.2","0.3","20","0.0"
"","Nagaland","86","3","1.9","1.7","-0.1","5","0.0"
"","Tripura","237","6","4.2","2.5","0.5","83","0.0"
