"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7084","0","163.1","43.0","-0.8","120","0.0"
"","Haryana","7691","0","154.0","87.7","2.6","326","0.0"
"","Rajasthan","10059","0","213.8","37.3","1.5","498","0.0"
"","Delhi","4403","0","92.3","64.1","-0.9","71","0.0"
"","UP","15464","710","350.2","137.3","1.7","237","6.6"
"","Uttarakhand","1920","0","37.3","12.9","0.8","208","0.0"
"","HP","1395","0","27.1","8.5","1.0","135","0.0"
"","J&K","1767","442","32.5","28.9","-6.5","119","8.1"
"","Chandigarh","201","0","3.8","3.9","-0.1","30","0.0"
"WR","Chhattisgarh","4492","0","104.0","46.0","-4.1","108","0.0"
"","Gujarat","17645","0","392.7","131.6","10.7","815","0.0"
"","MP","10275","0","228.3","110.8","0.1","808","0.0"
"","Maharashtra","23278","612","503.1","157.6","8.9","942","8.3"
"","Goa","540","0","14.1","10.0","0.1","62","0.0"
"","DD","313","0","7.0","5.8","1.2","84","0.0"
"","DNH","767","0","17.8","16.4","1.4","146","0.0"
"","Essar steel","338","0","6.0","5.6","0.4","279","0.0"
"SR","Andhra Pradesh","8622","0","195.8","63.1","4.4","834","0.0"
"","Telangana","10600","0","233.4","108.3","4.1","915","0.0"
"","Karnataka","9076","0","192.9","26.1","0.5","627","0.0"
"","Kerala","3289","300","66.7","35.6","1.1","233","1.0"
"","Tamil Nadu","13294","0","270.7","145.0","-1.1","457","0.0"
"","Pondy","337","0","6.9","7.1","-0.2","24","0.0"
"ER","Bihar","5063","0","94.0","92.2","-1.0","365","0.1"
"","DVC","2874","0","60.8","-18.7","2.7","452","1.1"
"","Jharkhand","1070","151","24.9","16.8","1.5","185","0.5"
"","Odisha","5170","300","113.8","42.5","2.2","398","0.9"
"","West Bengal","8462","0","170.7","45.6","-0.1","425","0.0"
"","Sikkim","96","0","1.2","1.3","0.0","20","0.0"
"NER","Arunachal Pradesh","114","2","2.1","2.1","0.0","-","0.0"
"","Assam","1623","77","26.4","20.6","0.9","129","1.0"
"","Manipur","173","1","2.2","2.3","-0.1","21","0.0"
"","Meghalaya","334","0","4.8","3.1","-0.2","68","0.0"
"","Mizoram","85","2","2.0","0.9","0.4","12","0.0"
"","Nagaland","106","2","2.4","1.3","0.7","29","0.0"
"","Tripura","268","1","4.3","3.9","-0.5","15","0.0"
