"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5599","0","103.6","35.5","0.2","165","0.0"
"","Haryana","6119","0","112.6","59.6","0.0","175","1.5"
"","Rajasthan","10446","0","204.3","65.8","0.7","300","0.0"
"","Delhi","3664","0","60.1","49.4","-1.1","149","0.0"
"","UP","14129","560","274.0","90.3","0.3","810","0.4"
"","Uttarakhand","1919","0","34.1","21.0","0.5","140","0.0"
"","HP","1464","0","26.0","21.2","0.1","96","0.0"
"","J&K","2196","549","46.1","43.2","-1.8","19","10.9"
"","Chandigarh","184","0","3.0","3.2","-0.2","8","0.0"
"WR","Chhattisgarh","3320","0","71.8","17.9","-1.9","84","0.0"
"","Gujarat","13875","0","293.4","76.6","3.5","448","0.0"
"","MP","11519","0","222.4","142.6","-1.6","442","0.0"
"","Maharashtra","19599","0","388.9","122.9","-1.7","427","0.0"
"","Goa","421","0","9.2","8.6","0.1","42","0.0"
"","DD","284","0","6.4","6.3","0.0","42","0.0"
"","DNH","723","0","16.7","16.4","0.3","55","0.0"
"","Essar steel","359","0","7.3","6.9","0.4","191","0.0"
"SR","Andhra Pradesh","8220","-","161.2","57.7","1.6","612","0.0"
"","Telangana","8901","-","187.6","97.7","-0.3","302","0.0"
"","Karnataka","9516","-","193.5","85.7","3.3","528","0.0"
"","Kerala","3180","-","58.7","51.3","0.5","210","0.0"
"","Tamil Nadu","12527","-","275.7","145.3","5.0","467","0.0"
"","Pondy","280","-","5.6","6.5","-0.9","12","0.0"
"ER","Bihar","3905","0","69.8","64.8","-1.6","220","0.0"
"","DVC","3287","0","66.4","-31.9","-1.2","225","0.0"
"","Jharkhand","1016","0","22.8","11.6","0.5","75","0.0"
"","Odisha","3778","0","68.3","32.0","4.0","300","0.0"
"","West Bengal","4987","0","85.2","11.9","1.3","225","0.0"
"","Sikkim","93","0","1.4","1.7","-0.2","12","0.0"
"NER","Arunachal Pradesh","96","2","2.0","1.9","0.2","31","0.0"
"","Assam","1348","19","21.7","17.3","-0.2","173","0.3"
"","Manipur","175","4","2.7","2.9","-0.2","21","0.0"
"","Meghalaya","278","0","6.2","3.6","-0.2","16","0.0"
"","Mizoram","84","1","1.8","1.1","-0.1","20","0.0"
"","Nagaland","118","3","2.2","2.0","0.0","60","0.0"
"","Tripura","215","1","3.2","1.7","-0.4","59","0.0"
