"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5913","0","112.8","52.1","-2.0","55","0.0"
"","Haryana","6835","0","125.5","85.7","0.9","288","0.1"
"","Rajasthan","12948","0","232.5","58.4","-2.5","427","0.0"
"","Delhi","4486","0","74.2","58.5","-1.3","174","0.0"
"","UP","15326","0","280.7","114.3","-0.3","920","0.0"
"","Uttarakhand","2049","0","38.8","23.9","0.1","113","0.0"
"","HP","1700","0","30.0","22.6","-0.2","208","0.0"
"","J&K(UT) and Ladakh(UT)","2759","690","50.8","42.4","0.9","497","12.0"
"","Chandigarh","264","0","4.4","4.5","-0.1","25","0.0"
"WR","Chhattisgarh","3666","0","78.0","21.4","-0.8","533","0.0"
"","Gujarat","16097","0","326.4","81.0","-2.0","409","0.0"
"","MP","13714","0","246.6","125.1","-3.0","824","0.0"
"","Maharashtra","21891","0","447.6","149.5","0.6","468","0.0"
"","Goa","601","0","12.9","12.1","0.2","38","0.0"
"","DD","329","0","7.2","6.8","0.4","44","0.0"
"","DNH","813","0","18.9","18.7","0.2","156","0.0"
"","Essar steel","409","0","7.4","7.3","0.1","324","0.0"
"SR","Andhra Pradesh","8334","0","166.1","63.8","-0.3","476","0.0"
"","Telangana","10711","0","218.6","111.8","0.9","350","0.0"
"","Karnataka","11250","0","203.7","43.0","-0.5","699","0.0"
"","Kerala","3522","0","71.9","52.8","1.8","289","0.0"
"","Tamil Nadu","13616","0","277.7","156.9","-0.5","544","0.0"
"","Pondy","283","0","6.8","7.3","-0.5","25","0.0"
"ER","Bihar","4272","0","72.2","71.9","-0.4","270","0.0"
"","DVC","3340","0","66.9","-32.2","0.8","415","0.0"
"","Jharkhand","1320","0","25.9","17.0","-0.3","135","0.1"
"","Odisha","3675","0","65.7","11.4","-0.1","250","0.0"
"","West Bengal","6007","0","106.8","26.4","0.9","402","0.0"
"","Sikkim","133","0","1.9","1.8","0.2","45","0.0"
"NER","Arunachal Pradesh","122","1","2.4","1.9","0.3","58","0.0"
"","Assam","1365","20","22.8","17.9","0.3","102","0.3"
"","Manipur","195","1","2.5","3.0","-0.4","65","0.0"
"","Meghalaya","339","0","6.0","2.4","0.5","40","0.4"
"","Mizoram","109","0","1.9","1.2","0.2","25","0.0"
"","Nagaland","121","1","2.1","2.3","-0.4","17","0.0"
"","Tripura","225","0","3.3","1.4","0.0","60","0.0"
