"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10553","160","241.6","113.6","-0.8","96","0.0"
"","Haryana","8642","143","193.2","129.0","3.5","380","0.7"
"","Rajasthan","9840","411","225.7","62.0","5.4","481","10.9"
"","Delhi","6330","0","132.5","99.7","-1.5","201","0.0"
"","UP","18479","1250","411.3","171.7","2.3","363","9.2"
"","Uttarakhand","2035","0","43.6","18.3","2.4","307","1.4"
"","HP","1429","0","28.8","9.4","2.8","234","0.0"
"","J&K","1783","446","34.2","16.5","-6.6","0","8.2"
"","Chandigarh","304","0","6.0","5.7","0.4","64","0.0"
"WR","Chhattisgarh","3498","0","81.6","14.9","-2.4","131","0.0"
"","Gujarat","16870","0","375.6","116.5","6.6","684","0.0"
"","MP","7745","0","178.5","71.8","-3.0","507","0.0"
"","Maharashtra","20270","0","442.9","136.0","-0.5","326","0.0"
"","Goa","441","0","9.2","8.7","-0.2","40","0.0"
"","DD","336","0","7.6","6.5","1.1","110","0.0"
"","DNH","774","0","18.1","17.7","0.4","62","0.0"
"","Essar steel","404","0","7.4","6.0","1.4","233","0.0"
"SR","Andhra Pradesh","8796","0","187.2","36.2","0.3","468","0.0"
"","Telangana","7363","0","162.9","71.2","0.0","431","0.0"
"","Karnataka","8765","0","180.3","51.2","-0.8","428","0.0"
"","Kerala","3324","0","63.8","37.4","0.3","207","0.0"
"","Tamil Nadu","15020","0","326.5","99.0","1.9","758","0.0"
"","Pondy","370","0","7.5","8.1","-0.7","39","0.0"
"ER","Bihar","4936","0","94.7","95.6","-3.5","50","0.0"
"","DVC","3014","0","66.0","-26.2","-0.6","295","0.0"
"","Jharkhand","1066","0","24.4","18.2","0.1","60","0.0"
"","Odisha","4446","0","89.8","40.8","0.2","185","0.0"
"","West Bengal","8179","0","169.6","57.7","-1.2","50","0.0"
"","Sikkim","89","0","1.2","1.6","-0.3","0","0.0"
"NER","Arunachal Pradesh","125","1","2.0","2.2","-0.2","45","0.0"
"","Assam","1657","128","31.9","26.3","0.6","146","1.1"
"","Manipur","170","2","2.3","2.5","-0.2","49","0.1"
"","Meghalaya","324","0","5.5","0.4","0.3","32","0.0"
"","Mizoram","90","2","1.5","0.8","0.1","9","0.0"
"","Nagaland","125","3","2.2","2.1","-0.1","35","0.0"
"","Tripura","259","0","4.7","3.3","0.8","73","0.1"
