"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5995","0","128.1","45.8","-0.7","126","0.0"
"","Haryana","6985","33","130.7","68.6","1.9","232","0.1"
"","Rajasthan","10344","1888","208.1","70.2","4.3","406","6.4"
"","Delhi","3880","0","66.5","52.4","0.4","248","0.0"
"","UP","14751","520","298.1","104.2","-0.6","354","0.5"
"","Uttarakhand","2053","0","37.1","27.9","1.1","215","0.0"
"","HP","1555","0","28.1","22.7","1.8","313","0.0"
"","J&K","2183","546","45.8","42.8","-0.8","103","10.8"
"","Chandigarh","225","0","3.4","3.1","0.3","41","0.0"
"WR","Chhattisgarh","3402","0","77.3","10.3","-0.7","117","0.0"
"","Gujarat","13950","0","298.8","131.0","5.6","590","0.0"
"","MP","11132","0","209.8","115.0","-1.7","407","0.0"
"","Maharashtra","19994","0","411.0","122.5","-1.3","355","0.0"
"","Goa","474","0","9.7","8.8","0.3","38","0.0"
"","DD","328","0","7.4","7.0","0.4","54","0.0"
"","DNH","751","0","17.5","16.9","0.6","64","0.0"
"","Essar steel","467","0","10.2","10.2","0.0","164","0.0"
"SR","Andhra Pradesh","8219","0","170.3","57.3","1.1","520","0.4"
"","Telangana","9565","0","188.9","81.9","1.2","438","0.3"
"","Karnataka","10169","0","209.2","93.8","-2.4","509","0.4"
"","Kerala","3361","0","68.9","55.0","1.3","232","0.2"
"","Tamil Nadu","14000","0","286.3","167.2","-0.2","349","0.7"
"","Pondy","346","0","7.0","7.4","-0.4","29","0.0"
"ER","Bihar","4131","0","67.3","61.9","-0.8","220","0.0"
"","DVC","3054","0","69.7","-43.9","-2.0","225","0.0"
"","Jharkhand","1125","0","22.9","14.6","0.5","55","0.0"
"","Odisha","4268","0","79.0","36.8","2.6","250","0.9"
"","West Bengal","6694","0","119.4","20.2","1.3","220","0.0"
"","Sikkim","112","0","1.8","1.2","0.5","10","0.0"
"NER","Arunachal Pradesh","120","2","2.4","2.0","0.4","44","0.0"
"","Assam","1419","18","22.8","19.6","0.5","104","0.4"
"","Manipur","180","3","2.7","2.7","0.0","17","0.0"
"","Meghalaya","297","0","5.4","3.7","0.0","38","0.0"
"","Mizoram","90","1","1.6","0.9","0.0","24","0.0"
"","Nagaland","117","4","2.3","2.0","0.2","40","0.0"
"","Tripura","227","2","3.7","2.2","-0.2","43","0.0"
