"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5526","0","110.3","73.6","-2.2","150","0.0"
"","Haryana","6414","0","127.1","84.6","-1.7","194","0.0"
"","Rajasthan","13615","0","246.9","63.5","-3.6","278","0.0"
"","Delhi","3693","0","63.6","45.9","-1.2","135","0.0"
"","UP","14500","0","279.7","120.4","-1.1","681","0.0"
"","Uttarakhand","1951","0","36.5","17.2","0.0","144","0.0"
"","HP","1599","0","26.9","19.3","0.5","164","0.0"
"","J&K(UT) and Ladakh(UT)","2413","603","47.0","40.8","-4.0","229","8.7"
"","Chandigarh","227","0","3.6","3.4","0.1","22","0.0"
"WR","Chhattisgarh","4008","0","88.6","39.8","0.1","298","0.0"
"","Gujarat","16392","0","363.5","100.0","4.6","779","0.0"
"","MP","14297","0","271.7","134.1","-2.5","542","0.0"
"","Maharashtra","24110","0","499.8","150.1","-1.2","407","0.0"
"","Goa","538","0","10.9","10.6","-0.2","51","0.0"
"","DD","339","0","7.6","7.0","0.6","52","0.0"
"","DNH","796","0","18.5","18.8","-0.3","33","0.0"
"","Essar steel","784","0","11.1","11.1","0.0","230","0.0"
"SR","Andhra Pradesh","9754","0","197.4","62.0","-0.4","431","0.0"
"","Telangana","12741","0","250.3","136.7","0.5","717","0.0"
"","Karnataka","12642","0","246.6","82.0","-1.1","676","0.0"
"","Kerala","3647","0","75.3","57.6","1.6","212","0.0"
"","Tamil Nadu","14781","0","319.1","163.8","-1.8","510","0.0"
"","Pondy","372","0","7.5","7.8","-0.2","42","0.0"
"ER","Bihar","4136","0","76.5","72.7","2.3","473","0.0"
"","DVC","3214","0","66.1","-36.3","0.1","227","0.0"
"","Jharkhand","1212","0","23.7","18.7","-0.4","89","0.0"
"","Odisha","3874","0","74.6","1.4","0.7","396","0.0"
"","West Bengal","6575","0","124.8","25.1","0.5","236","0.0"
"","Sikkim","129","0","1.8","1.8","0.0","38","0.0"
"NER","Arunachal Pradesh","121","1","2.3","2.3","-0.2","55","0.0"
"","Assam","1360","11","23.1","20.2","0.2","109","0.4"
"","Manipur","203","2","2.8","3.0","-0.2","23","0.0"
"","Meghalaya","355","0","6.3","5.2","0.1","43","0.2"
"","Mizoram","93","1","1.6","1.6","-0.1","14","0.0"
"","Nagaland","129","1","2.1","2.0","-0.1","50","0.0"
"","Tripura","224","0","3.2","2.3","-0.2","74","0.0"
