"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5625","0","116.9","46.8","-1.2","103","0.0"
"","Haryana","5650","0","114.9","69.0","0.1","141","0.0"
"","Rajasthan","10711","0","215.3","69.7","-1.3","248","0.0"
"","Delhi","3378","0","57.5","45.1","-0.2","171","0.0"
"","UP","14286","0","288.7","122.4","1.7","764","0.0"
"","Uttarakhand","1774","0","33.7","20.8","0.6","243","0.0"
"","HP","1412","0","25.2","16.9","0.1","91","0.5"
"","J&K","2251","563","43.2","36.9","-0.1","274","10.1"
"","Chandigarh","170","0","2.8","3.1","-0.3","11","0.0"
"WR","Chhattisgarh","4052","0","91.9","28.3","-1.7","327","0.0"
"","Gujarat","15190","0","327.0","93.2","0.7","507","0.0"
"","MP","10261","0","199.5","86.4","-0.6","625","0.0"
"","Maharashtra","19971","0","439.0","140.6","0.6","431","0.0"
"","Goa","516","0","10.7","10.5","0.1","74","0.0"
"","DD","310","0","7.2","6.9","0.3","39","0.0"
"","DNH","772","0","18.2","18.1","0.1","59","0.0"
"","Essar steel","516","0","11.1","11.3","-0.2","257","0.0"
"SR","Andhra Pradesh","8465","0","192.0","63.3","-0.3","373","0.0"
"","Telangana","9953","0","224.4","95.8","-0.8","533","0.0"
"","Karnataka","11090","0","230.0","76.8","0.0","788","0.0"
"","Kerala","3737","0","73.9","56.7","0.6","160","0.0"
"","Tamil Nadu","13879","0","313.3","171.0","-0.9","486","0.0"
"","Pondy","343","0","7.5","7.8","-0.3","25","0.0"
"ER","Bihar","4232","0","78.2","73.0","-0.1","460","0.0"
"","DVC","3054","0","64.5","-41.0","-0.4","396","0.0"
"","Jharkhand","999","0","20.1","15.2","-1.3","169","0.0"
"","Odisha","3799","0","81.3","36.4","0.6","267","0.0"
"","West Bengal","6335","0","133.5","32.1","-0.9","309","0.0"
"","Sikkim","82","0","1.1","1.4","-0.4","18","0.0"
"NER","Arunachal Pradesh","107","2","2.1","2.0","0.1","27","0.0"
"","Assam","1404","46","23.4","19.0","0.8","170","0.2"
"","Manipur","177","3","2.6","2.5","0.1","31","0.0"
"","Meghalaya","320","0","6.1","5.3","-0.1","32","0.0"
"","Mizoram","80","1","1.9","1.3","0.5","37","0.0"
"","Nagaland","106","2","2.2","2.0","0.2","17","0.0"
"","Tripura","247","5","4.0","3.3","-0.1","69","0.0"
