"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10223","0","235.6","118.6","-0.3","211"
"","Haryana","8276","12","173.2","126.0","-2.4","109"
"","Rajasthan","9896","0","214.8","67.7","1.4","381"
"","Delhi","5499","0","115.1","95.4","-1.5","214"
"","UP","15433","0","318.7","135.3","2.7","680"
"","Uttarakhand","1881","75","41.1","22.1","1.2","173"
"","HP","1244","5","25.8","4.6","1.0","92"
"","J&K","1830","458","33.1","16.9","-5.6","0"
"","Chandigarh","356","0","6.6","6.4","0.3","54"
"WR","Chhattisgarh","2818","150","72","19","2","353"
"","Gujarat","14435","20","312","82","-4","496"
"","MP","6492","14","146","115","-2","484"
"","Maharashtra","17081","0","378","133","1","1152"
"","Goa","424","0","9","8","1","99"
"","DD","311","0","7","6","0","65"
"","DNH","754","0","17","18","-1","8"
"","Essar steel","469","0","10","12","-2","156"
"SR","Andhra Pradesh","6050","0","126","11.2","-4.7","988"
"","Telangana","5683","0","121","69.1","-1.1","440"
"","Karnataka","7539","0","159","63.1","3.9","401"
"","Kerala","3189","0","59","46.2","1.6","222"
"","Tamil Nadu","13376","0","292","125.5","-0.6","722"
"","Pondy","333","0","7","7.4","-0.6","-4"
"ER","Bihar","3326","100","69","69.6","-2.6","300"
"","DVC","2758","0","64","-31.5","0.6","320"
"","Jharkhand","1049","0","21","17.0","-1.2","145"
"","Odisha","3945","0","72","29.2","0.9","325"
"","West Bengal","8065","0","162","39.6","0.8","345"
"","Sikkim","92","0","1","1.3","0.1","25"
"NER","Arunachal Pradesh","97","5","1","2.2","-0.7","24"
"","Assam","1489","54","25","19.0","1.3","227"
"","Manipur","141","1","2","2.1","0.0","34"
"","Meghalaya","275","0","5","0.3","0.3","63"
"","Mizoram","75","1","1","1.1","0.1","22"
"","Nagaland","101","4","2","2.0","-0.5","8"
"","Tripura","251","1","4","3.3","0.7","96"
