"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4423","0","85.9","57.0","-2.7","151"
"","Haryana","5293","0","101.5","75.4","2.8","725"
"","Rajasthan","6856","0","144.4","48.0","-2.0","288"
"","Delhi","3804","0","80.6","65.5","-0.2","237"
"","UP","11883","2015","248.6","113.4","0.0","368"
"","Uttarakhand","1611","0","29.7","18.2","-1.8","227"
"","HP","1036","0","22.6","5.2","0.0","112"
"","J&K","1525","100","22.9","16.1","-3.7","55"
"","Chandigarh","215","0","4.2","4.5","-0.3","0"
"WR","Chhattisgarh","3051","51","70.0","19.4","-4.4","224"
"","Gujarat","12448","0","271.9","42.5","0.5","383"
"","MP","6768","5","147.1","76.0","-1.5","308"
"","Maharashtra","18798","588","411.8","120.4","7.6","889"
"","Goa","435","0","9.4","8.4","0.6","66"
"","DD","255","0","5.5","5.7","-0.2","32"
"","DNH","664","0","15.5","15.4","0.1","34"
"","Essar steel","459","0","9.8","9.6","0.2","33"
"SR","Andhra Pradesh","10939","1000","250.4","88.1","3.3","428"
"","Karnataka","7920","400","170.0","24.5","2.4","440"
"","Kerala","3105","550","63.3","31.6","1.9","296"
"","Tamil Nadu","11972","761","270.1","79.6","2.8","368"
"","Pondy","341","10","7.1","7.0","0.1","51"
"ER","Bihar","2232","0","48.4","46.4","-0.1","200"
"","DVC","2542","0","56.5","-9.2","-1.0","220"
"","Jharkhand","976","0","19.5","12.8","0.4","150"
"","Odisha","3477","0","72.8","22.3","-2.2","185"
"","West Bengal","7144","0","146.4","36.8","3.7","450"
"","Sikkim","69","0","0.6","1.3","-0.7","23"
"NER","Arunachal Pradesh","102","2","1.6","1.6","0.0","48"
"","Assam","1050","286","18.5","11.1","2.5","290"
"","Manipur","95","4","1.5","1.6","-0.1","22"
"","Meghalaya","272","3","4.2","1.2","-0.1","101"
"","Mizoram","71","4","1.1","1.1","-0.2","21"
"","Nagaland","93","7","1.6","1.5","-0.2","36"
"","Tripura","180","3","2.8","1.0","-0.4","69"
