"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4688","0","88.7","44.7","1.0","195"
"","Haryana","6132","0","106.1","63.0","-1.0","139"
"","Rajasthan","9817","0","206.0","77.7","1.4","313"
"","Delhi","3140","0","59.2","44.8","0.1","217"
"","UP","10001","590","225.9","112.1","0.8","437"
"","Uttarakhand","1720","150","33.7","25.9","1.6","126"
"","HP","1253","0","23.8","18.7","-0.1","87"
"","J&K","1932","483","41.1","32.3","0.9","110"
"","Chandigarh","181","0","3.4","3.3","0.3","31"
"WR","Chhattisgarh","3069","96","66.6","20.0","-1.2","170"
"","Gujarat","12273","43","267.2","53.4","-3.4","272"
"","MP","10234","0","221.0","131.3","-3.5","118"
"","Maharashtra","18210","17","395.3","110.2","-6.0","403"
"","Goa","399","0","8.4","6.8","1.2","96"
"","DD","284","0","6.4","6.2","0.2","53"
"","DNH","661","0","15.4","15.7","-0.3","0"
"","Essar steel","323","0","5.8","5.3","0.5","136"
"SR","Andhra Pradesh","5470","0","123.2","21.6","3.3","492"
"","Telangana","5651","0","128.0","77.4","0.1","134"
"","Karnataka","7109","1200","155.8","31.8","1.4","351"
"","Kerala","3426","0","63.2","41.2","2.2","397"
"","Tamil Nadu","11562","0","238.3","105.0","5.0","558"
"","Pondy","270","0","5.4","5.6","-0.2","24"
"ER","Bihar","3204","150","63.9","60.4","0.9","295"
"","DVC","2442","0","57.1","-10.6","-0.7","240"
"","Jharkhand","1124","0","23.0","10.9","-0.3","125"
"","Odisha","3821","0","66.6","24.3","0.8","320"
"","West Bengal","6696","0","120.8","22.8","0.5","305"
"","Sikkim","121","0","1.5","1.0","0.5","21"
"NER","Arunachal Pradesh","110","4","2.0","1.5","0.5","47"
"","Assam","1302","6","22.4","15.2","2.7","219"
"","Manipur","146","4","2.2","2.4","-0.1","35"
"","Meghalaya","322","0","4.7","4.0","-1.1","21"
"","Mizoram","83","3","1.3","1.2","0.1","27"
"","Nagaland","110","5","1.8","1.5","0.3","58"
"","Tripura","209","0","3.4","0.2","1.3","65"
