"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5509","0","106.5","19.2","1.3","173","0.0"
"","Haryana","6796","174","125.6","71.5","1.3","166","0.0"
"","Rajasthan","10808","349","187.4","70.6","3.7","454","2.6"
"","Delhi","3839","0","65.5","48.4","-1.7","103","0.0"
"","UP","14100","0","306.0","107.2","1.6","473","1.1"
"","Uttarakhand","2125","0","39.6","29.2","0.3","155","0.0"
"","HP","1521","0","27.8","22.0","1.6","209","0.1"
"","J&K","2199","550","46.8","43.4","-0.5","117","11.1"
"","Chandigarh","221","0","3.6","3.7","-0.1","19","0.0"
"WR","Chhattisgarh","3405","0","74.1","4.6","-0.9","108","0.0"
"","Gujarat","13916","0","300.5","101.4","3.2","640","0.0"
"","MP","11639","0","219.2","133.2","-1.1","494","0.0"
"","Maharashtra","21514","0","438.4","151.2","1.9","476","0.0"
"","Goa","482","0","9.9","9.3","0.3","49","0.0"
"","DD","296","0","5.3","5.0","0.4","63","0.0"
"","DNH","750","0","17.6","16.8","0.8","80","0.0"
"","Essar steel","508","0","9.8","9.6","0.3","182","0.0"
"SR","Andhra Pradesh","7880","0","155.8","45.5","5.7","513","0.1"
"","Telangana","8477","0","171.8","66.7","-0.6","333","0.1"
"","Karnataka","10118","0","210.5","92.1","1.6","483","0.2"
"","Kerala","3543","0","67.1","52.1","0.5","186","0.1"
"","Tamil Nadu","11924","0","249.8","134.1","10.3","525","0.3"
"","Pondy","260","0","5.2","5.8","-0.6","38","0.0"
"ER","Bihar","4301","0","73.7","71.5","-1.1","220","0.0"
"","DVC","3017","0","70.5","-43.7","-0.8","225","0.0"
"","Jharkhand","1144","0","24.4","14.7","-0.1","60","0.0"
"","Odisha","4260","0","77.6","27.3","1.3","250","0.0"
"","West Bengal","6404","0","109.5","18.8","0.9","225","0.0"
"","Sikkim","102","0","1.7","1.8","-0.2","10","0.0"
"NER","Arunachal Pradesh","110","3","2.3","1.9","0.3","39","0.0"
"","Assam","1421","16","23.5","19.6","1.4","135","0.2"
"","Manipur","181","4","2.9","2.9","0.0","25","0.0"
"","Meghalaya","320","0","6.7","4.4","0.0","45","0.0"
"","Mizoram","88","3","1.8","1.2","-0.1","22","0.0"
"","Nagaland","108","7","2.0","1.9","0.0","38","0.1"
"","Tripura","224","1","3.5","3.6","0.4","55","0.0"
