"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4446","0","86.9","31.0","2.1","270"
"","Haryana","5024","50","96.2","24.6","4.0","655"
"","Rajasthan","8449","0","176.7","72.8","-2.5","257"
"","Delhi","2983","0","53.9","39.5","-1.1","209"
"","UP","9373","2190","201.8","71.8","4.9","593"
"","Uttarakhand","1524","75","29.1","19.8","1.3","160"
"","HP","1168","12","21.7","15.5","-0.4","64"
"","J&K","1865","100","36.7","27.7","1.9","216"
"","Chandigarh","162","0","2.9","3.1","-0.1","9"
"WR","Chhattisgarh","2599","17","56.0","10.0","-2.0","345"
"","Gujarat","10684","35","244.1","45.7","-2.3","348"
"","MP","9641","34","200.4","121.4","-6.5","376"
"","Maharashtra","16331","492","353.5","129.6","9.1","413"
"","Goa","320","1","6.9","7.1","-1.0","48"
"","DD","235","1","5.7","5.9","-0.2","55"
"","DNH","611","2","14.5","14.5","0.0","70"
"","Essar steel","443","2","9.3","9.2","0.0","51"
"SR","Andhra Pradesh","9774","0","222.9","85.6","2.7","252"
"","Karnataka","7102","400","152.9","24.9","2.2","352"
"","Kerala","2957","35","52.7","31.0","1.8","277"
"","Tamil Nadu","8651","1618","194.9","67.4","1.6","325"
"","Pondy","260","0","5.3","5.6","-0.4","32"
"ER","Bihar","1938","250","39.2","36.9","0.1","80"
"","DVC","2614","50","58.2","-19.6","0.9","130"
"","Jharkhand","988","0","20.1","12.0","-2.9","55"
"","Odisha","3229","0","64.0","11.3","1.4","170"
"","West Bengal","5703","0","94.3","7.8","3.1","300"
"","Sikkim","71","0","1.3","1.2","0.0","22"
"NER","Arunachal Pradesh","105","3","1.2","1.1","0.2","51"
"","Assam","1076","17","17.8","12.1","0.3","138"
"","Manipur","106","2","1.5","1.6","-0.1","40"
"","Meghalaya","293","2","4.5","3.1","-0.2","48"
"","Mizoram","59","6","1.2","1.0","-0.1","22"
"","Nagaland","88","2","1.5","1.1","0.1","31"
"","Tripura","180","2","3.4","0.0","0.8","37"
