"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7720","0","168.9","100.9","-0.3","127"
"","Haryana","7119","42","160.5","72.5","-0.8","169"
"","Rajasthan","8291","0","181.7","82.4","-4.5","165"
"","Delhi","4430","0","94.7","68.0","-3.8","125"
"","UP","11118","1580","245.9","116.5","-1.6","374"
"","Uttarakhand","1466","250","30.8","11.2","3.7","356"
"","HP","1166","37","22.5","3.4","1.7","223"
"","J&K","1520","100","29.3","14.2","1.4","315"
"","Chandigarh","237","0","4.8","4.9","-0.2","42"
"WR","Chhattisgarh","2925","10","64.3","10.8","4.7","342"
"","Gujarat","11153","33","256.3","51.9","-1.8","384"
"","MP","7155","0","150.1","66.4","-1.7","347"
"","Maharashtra","13841","55","303.9","90.5","0.6","424"
"","Goa","362","0","7.3","7.6","-0.6","56"
"","DD","257","0","6.2","6.6","-0.4","52"
"","DNH","636","0","15.2","15.0","0.2","46"
"","Essar steel","314","0","6.4","6.4","0.0","51"
"SR","Andhra Pradesh","10079","0","234.9","55.5","0.1","431"
"","Karnataka","6436","300","127.3","14.9","-2.1","275"
"","Kerala","2897","0","51.3","15.2","-3.0","106"
"","Tamil Nadu","11457","195","243.4","82.2","5.3","643"
"","Pondy","310","0","6.3","6.4","-0.1","49"
"ER","Bihar","1867","0","39.8","37.7","2.1","330"
"","DVC","2467","0","53.3","-29.9","0.2","310"
"","Jharkhand","835","0","17.9","13.7","-3.1","60"
"","Odisha","3456","0","72.1","15.3","-1.3","375"
"","West Bengal","6464","28","123.6","19.1","4.4","450"
"","Sikkim","75","0","1.3","0.9","0.4","35"
"NER","Arunachal Pradesh","95","5","1.4","1.5","0.0","32"
"","Assam","1167","152","24.5","14.0","5.6","279"
"","Manipur","99","16","1.3","2.0","-0.7","15"
"","Meghalaya","239","14","4.1","0.2","-0.1","75"
"","Mizoram","61","2","1.0","1.1","-0.3","4"
"","Nagaland","95","7","1.6","1.3","0.0","23"
"","Tripura","195","23","3.0","1.1","0.4","58"
