"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6226","100","127.6","27.1","-0.6","194","1.6"
"","Haryana","5917","0","123.4","71.8","2.5","335","7.5"
"","Rajasthan","9837","228","209.8","59.5","5.6","533","1.0"
"","Delhi","3330","0","64.1","52.7","0.2","254","0.0"
"","UP","12210","50","276.2","102.4","0.5","684","5.9"
"","Uttarakhand","1835","0","33.9","25.0","0.0","102","0.0"
"","HP","1475","0","25.9","20.1","0.9","140","0.0"
"","J&K","2289","572","45.0","38.8","0.8","281","10.6"
"","Chandigarh","164","0","3.0","2.8","0.2","20","0.0"
"WR","Chhattisgarh","3640","0","81.8","26.8","-1.5","30","0.0"
"","Gujarat","14509","0","322.2","141.7","4.7","695","0.0"
"","MP","8906","0","180.9","88.4","-4.8","295","0.0"
"","Maharashtra","21534","0","462.7","136.1","2.8","345","0.0"
"","Goa","523","0","10.2","9.8","0.2","119","0.0"
"","DD","335","0","7.6","7.1","0.5","75","0.0"
"","DNH","761","0","17.8","17.0","0.8","69","0.0"
"","Essar steel","471","0","8.5","8.6","-0.1","177","0.0"
"SR","Andhra Pradesh","8769","0","180.8","36.2","-1.0","612","0.0"
"","Telangana","10284","0","217.4","106.7","-1.1","383","0.0"
"","Karnataka","10251","0","226.9","86.7","-0.9","746","0.0"
"","Kerala","3850","0","77.5","49.8","1.4","241","0.0"
"","Tamil Nadu","14855","0","322.4","153.6","1.5","540","0.0"
"","Pondy","347","0","7.2","7.5","-0.3","25","0.0"
"ER","Bihar","4070","0","72.2","66.5","0.2","412","0.0"
"","DVC","3045","100","66.9","-48.8","0.0","325","0.6"
"","Jharkhand","1134","0","23.5","14.6","-0.7","125","0.0"
"","Odisha","4084","0","77.9","30.6","1.2","365","0.0"
"","West Bengal","7865","0","146.7","25.1","2.7","435","0.0"
"","Sikkim","105","0","1.6","1.3","0.3","20","0.0"
"NER","Arunachal Pradesh","110","2","1.8","1.6","0.2","59","0.0"
"","Assam","1378","27","22.2","18.3","1.3","146","0.3"
"","Manipur","177","0","2.3","2.4","0.0","22","0.0"
"","Meghalaya","296","0","5.1","3.2","-0.1","57","0.0"
"","Mizoram","83","0","1.5","1.1","0.3","34","0.0"
"","Nagaland","119","2","2.2","1.8","0.2","40","0.0"
"","Tripura","220","0","4.4","3.1","0.3","26","0.0"
