"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7776","0","169.5","105.1","-1.5","100"
"","Haryana","6463","0","142.8","77.8","-3.1","48"
"","Rajasthan","6712","0","145.4","45.0","-1.6","164"
"","Delhi","4383","0","92.3","67.3","1.0","277"
"","UP","11158","2540","251.3","120.4","-0.2","435"
"","Uttarakhand","1621","225","34.3","14.2","0.7","156"
"","HP","1187","0","24.8","2.3","-1.7","23"
"","J&K","1513","100","24.2","12.0","-1.4","269"
"","Chandigarh","274","0","5.4","4.5","0.8","102"
"WR","Chhattisgarh","3067","42","69.1","15.0","-0.6","208"
"","Gujarat","9613","0","210.4","81.7","-0.8","289"
"","MP","6708","0","133.3","57.9","2.7","521"
"","Maharashtra","15757","54","339.1","98.1","1.8","438"
"","Goa","367","0","7.9","6.9","0.7","39"
"","DD","265","0","5.9","5.4","0.4","54"
"","DNH","622","0","14.5","14.4","0.1","50"
"","Essar steel","311","0","7.0","7.1","0.0","11"
"SR","Andhra Pradesh","5950","300","136.4","26.1","3.8","451"
"","Telangana","6142","400","139.3","61.4","1.8","447"
"","Karnataka","7224","400","143.8","21.2","1.8","280"
"","Kerala","3100","150","56.7","24.8","2.2","302"
"","Tamil Nadu","12289","0","274.9","64.4","0.4","302"
"","Pondy","314","30","6.8","6.7","0.1","37"
"ER","Bihar","2227","100","46.9","43.5","1.0","180"
"","DVC","2340","250","54.0","-13.7","2.1","420"
"","Jharkhand","832","0","19.3","11.4","0.3","100"
"","Odisha","3499","0","69.5","14.3","-0.1","350"
"","West Bengal","7094","0","130.7","40.7","0.7","300"
"","Sikkim","80","0","1.2","1.1","0.0","24"
"NER","Arunachal Pradesh","100","1","1.8","1.8","0.0","34"
"","Assam","1182","222","24.2","15.4","3.0","254"
"","Manipur","116","1","2.4","2.1","0.3","64"
"","Meghalaya","220","0","3.8","0.6","-1.0","45"
"","Mizoram","65","0","1.1","1.1","0.0","21"
"","Nagaland","112","0","1.8","1.5","-0.2","17"
"","Tripura","229","6","3.6","1.0","0.4","93"
