"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5608","0","113.8","55.8","-1.6","44","0.0"
"","Haryana","6201","0","124.6","78.4","0.7","250","0.0"
"","Rajasthan","12165","427","231.0","67.2","1.9","983","0.0"
"","Delhi","4691","0","78.0","66.9","0.1","280","0.0"
"","UP","16871","160","308.0","135.4","0.3","1040","0.0"
"","Uttarakhand","2087","0","39.1","25.4","0.5","118","0.2"
"","HP","1553","25","27.5","21.3","-0.7","171","0.0"
"","J&K(UT) and Ladakh(UT)","2693","673","52.7","43.1","1.0","315","12.4"
"","Chandigarh","256","0","4.4","4.2","0.2","33","0.0"
"WR","Chhattisgarh","3606","0","77.2","18.6","-0.2","251","0.0"
"","Gujarat","15146","0","306.7","71.5","-1.1","888","0.0"
"","MP","13583","0","246.9","124.2","-4.6","538","0.0"
"","Maharashtra","20900","0","415.3","130.5","1.0","543","0.0"
"","Goa","469","0","13.3","10.2","2.5","31","0.0"
"","DD","294","0","6.7","6.3","0.4","35","0.0"
"","DNH","783","0","18.4","18.4","0.0","31","0.0"
"","Essar steel","292","0","5.8","6.0","-0.2","214","0.0"
"SR","Andhra Pradesh","8247","0","163.0","66.3","-0.1","324","0.0"
"","Telangana","9965","0","204.8","97.3","-0.3","575","0.0"
"","Karnataka","10380","0","193.3","42.4","-0.3","658","0.0"
"","Kerala","3325","0","66.5","56.3","1.3","153","0.0"
"","Tamil Nadu","12037","0","259.2","148.5","0.3","497","0.0"
"","Pondy","308","0","6.2","6.7","-0.5","33","0.0"
"ER","Bihar","4729","0","80.2","77.9","1.0","430","0.0"
"","DVC","3141","0","64.8","-33.2","0.2","190","0.0"
"","Jharkhand","1322","0","25.2","16.3","-0.9","50","0.0"
"","Odisha","3956","0","71.6","8.2","-0.4","220","0.0"
"","West Bengal","5643","0","100.7","23.2","0.7","210","0.0"
"","Sikkim","129","0","1.9","1.6","0.3","40","0.0"
"NER","Arunachal Pradesh","114","2","2.1","1.9","0.1","55","0.0"
"","Assam","1356","32","21.4","16.6","0.2","92","0.2"
"","Manipur","197","4","2.4","3.1","-0.7","72","0.0"
"","Meghalaya","375","0","6.2","3.1","0.4","70","0.5"
"","Mizoram","98","2","1.7","1.2","0.1","39","0.0"
"","Nagaland","121","2","2.1","2.1","-0.3","20","0.0"
"","Tripura","225","6","3.4","1.5","0.0","40","0.0"
