"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5602","0","120.1","73.7","1.3","173"
"","Haryana","5498","0","113.8","67.6","-2.2","377"
"","Rajasthan","6859","0","155.4","56.6","-4.2","34"
"","Delhi","3930","0","83.3","58.0","-2.7","67"
"","UP","10629","1150","234.2","94.4","-6.6","160"
"","Uttarakhand","1640","70","32.2","17.5","0.4","127"
"","HP","1127","0","23.5","11.9","-0.3","87"
"","J&K","1463","100","29.9","18.0","-0.8","206"
"","Chandigarh","220","0","4.5","4.4","0.1","31"
"WR","Chhattisgarh","3216","82","72.9","23.1","1.2","292"
"","Gujarat","11740","72","271.9","54.6","-1.5","410"
"","MP","7260","58","139.8","74.9","-2.5","278"
"","Maharashtra","16224","352","367.4","113.8","2.0","534"
"","Goa","383","43","8.4","7.4","0.6","91"
"","DD","227","2","5.5","5.6","-0.1","78"
"","DNH","588","5","13.9","13.8","0.0","79"
"SR","Andhra Pradesh","10700","2200","240.9","76.7","2.5","260"
"","Karnataka","7697","400","167.7","23.2","0.8","209"
"","Kerala","2966","500","60.0","37.4","1.9","290"
"","Tamil Nadu","10903","1942","238.5","66.7","2.7","335"
"","Pondy","310","0","6.6","7.2","-0.6","20"
"ER","Bihar","1703","225","39.2","39.5","-0.4","110"
"","DVC","2410","0","58.6","-22.4","1.7","480"
"","Jharkhand","950","63","20.0","12.1","0.8","195"
"","Odisha","3315","0","66.5","10.3","-0.6","230"
"","West Bengal","6428","31","126.3","26.3","1.7","447"
"","Sikkim","85","0","1.1","0.7","0.4","20"
"NER","Arunachal Pradesh","76","14","1.0","1.0","0.0","39"
"","Assam","902","247","15.0","11.9","-2.4","120"
"","Manipur","88","2","1.0","1.1","-0.1","43"
"","Meghalaya","247","7","3.7","1.4","0.7","91"
"","Mizoram","50","15","0.9","0.9","0.0","16"
"","Nagaland","87","1","1.2","1.2","-0.2","19"
"","Tripura","168","14","2.5","0.9","-0.5","15"
