"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6171","0","123.3","58.0","-1.4","54","0.0"
"","Haryana","6901","0","134.5","84.6","1.7","245","0.0"
"","Rajasthan","12635","0","232.7","69.4","-2.5","138","0.0"
"","Delhi","4740","0","79.2","62.1","0.3","264","0.0"
"","UP","16375","0","293.2","118.4","2.7","1222","0.0"
"","Uttarakhand","2136","0","42.2","28.8","0.6","189","0.2"
"","HP","1644","0","30.6","23.5","-0.2","178","0.0"
"","J&K(UT) and Ladakh(UT)","2497","624","52.4","45.3","1.8","359","12.3"
"","Chandigarh","280","0","4.9","4.6","0.2","45","0.0"
"WR","Chhattisgarh","3351","0","74.5","17.2","-1.7","231","0.0"
"","Gujarat","15467","0","324.4","83.1","-2.7","507","0.0"
"","MP","13466","0","242.8","123.1","-3.2","497","0.0"
"","Maharashtra","21149","0","427.8","151.3","0.0","586","0.0"
"","Goa","605","0","13.1","12.4","0.2","56","0.0"
"","DD","325","0","7.4","6.9","0.5","38","0.0"
"","DNH","816","0","18.9","18.9","0.0","28","0.0"
"","Essar steel","327","0","6.1","6.1","0.0","269","0.0"
"SR","Andhra Pradesh","9118","0","168.2","69.5","0.5","478","0.0"
"","Telangana","11182","0","222.7","118.2","0.0","505","0.0"
"","Karnataka","12803","0","207.2","58.3","2.3","927","0.0"
"","Kerala","3624","0","72.7","57.1","1.6","223","0.0"
"","Tamil Nadu","13414","0","272.4","163.7","1.3","1167","0.0"
"","Pondy","373","0","6.8","7.1","-0.3","71","0.0"
"ER","Bihar","4550","0","75.2","74.6","-0.8","750","0.0"
"","DVC","3127","0","63.1","-37.4","0.6","201","0.0"
"","Jharkhand","1273","0","24.0","15.5","-0.9","347","0.0"
"","Odisha","3578","0","65.3","6.1","1.1","286","0.0"
"","West Bengal","6067","0","109.6","23.9","2.6","348","0.0"
"","Sikkim","138","0","2.2","1.9","0.3","31","0.0"
"NER","Arunachal Pradesh","123","2","2.2","1.9","0.1","41","0.0"
"","Assam","1370","33","22.4","17.6","0.1","104","0.1"
"","Manipur","213","1","2.6","3.2","-0.6","22","0.0"
"","Meghalaya","354","0","6.3","3.1","0.6","73","0.0"
"","Mizoram","101","2","1.9","1.3","0.1","21","0.0"
"","Nagaland","128","2","2.3","2.3","-0.1","19","0.0"
"","Tripura","223","0","3.8","1.7","-0.2","43","0.0"
