"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5829","0","112.0","57.0","-1.6","167","0.0"
"","Haryana","6500","0","125.3","93.7","0.8","176","0.0"
"","Rajasthan","12650","0","225.9","68.2","-3.6","310","0.0"
"","Delhi","4361","0","76.4","60.0","0.0","238","0.0"
"","UP","14548","85","253.9","104.7","-2.8","992","0.0"
"","Uttarakhand","2145","0","39.8","21.9","0.0","218","0.0"
"","HP","1699","0","31.1","23.2","1.5","289","0.0"
"","J&K(UT) and Ladakh(UT)","2479","620","42.2","35.6","1.2","445","10.0"
"","Chandigarh","276","0","4.7","4.5","0.2","27","0.0"
"WR","Chhattisgarh","3656","0","78.8","23.8","-1.5","241","0.0"
"","Gujarat","14908","0","309.7","80.7","3.7","698","0.0"
"","MP","11700","0","214.5","122.0","-2.9","763","0.0"
"","Maharashtra","21823","0","438.8","144.6","0.6","423","0.0"
"","Goa","484","0","10.0","10.0","-0.5","26","0.0"
"","DD","326","0","7.2","6.7","0.5","40","0.0"
"","DNH","783","0","18.2","18.2","0.0","75","0.0"
"","Essar steel","283","0","5.6","5.6","0.0","252","0.0"
"SR","Andhra Pradesh","8085","0","153.7","57.2","-0.8","390","0.0"
"","Telangana","10367","0","200.8","101.3","0.8","643","0.0"
"","Karnataka","12678","0","227.3","62.9","-1.0","899","0.0"
"","Kerala","3577","0","70.1","55.9","1.0","209","0.0"
"","Tamil Nadu","10650","0","227.2","130.3","-0.7","489","0.0"
"","Pondy","260","0","5.2","6.0","-0.8","30","0.0"
"ER","Bihar","4515","0","77.1","76.1","-0.3","210","0.0"
"","DVC","3123","0","63.2","-35.0","-0.3","250","0.0"
"","Jharkhand","1308","0","25.4","16.0","0.4","120","0.0"
"","Odisha","3619","0","65.6","6.4","0.4","330","0.0"
"","West Bengal","6429","0","113.8","20.3","1.0","265","0.0"
"","Sikkim","130","0","1.9","1.7","0.3","35","0.0"
"NER","Arunachal Pradesh","121","1","2.3","2.4","-0.2","27","0.0"
"","Assam","1295","5","20.9","18.2","-0.1","89","0.3"
"","Manipur","217","1","3.2","3.1","0.1","33","0.0"
"","Meghalaya","372","0","6.1","3.3","0.6","47","0.9"
"","Mizoram","104","2","1.6","1.6","-0.2","7","0.0"
"","Nagaland","132","1","2.2","2.1","-0.1","36","0.0"
"","Tripura","219","1","3.7","2.2","-0.2","59","0.0"
