"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5067","0","101.4","44.2","-1.5","28","0.0"
"","Haryana","5750","0","108.5","98.7","-0.9","175","0.0"
"","Rajasthan","11158","0","213.3","53.2","-1.2","454","0.0"
"","Delhi","3358","0","60.4","49.5","-0.7","102","0.1"
"","UP","13704","0","240.5","102.7","-1.0","854","1.7"
"","Uttarakhand","1818","0","34.2","21.4","0.6","149","0.0"
"","HP","1629","0","29.1","21.1","-0.2","67","0.0"
"","J&K","2119","530","44.1","37.2","-0.6","201","10.4"
"","Chandigarh","191","0","3.3","3.3","0.0","26","0.0"
"WR","Chhattisgarh","3377","0","71.7","21.2","-1.1","143","0.0"
"","Gujarat","15605","0","333.5","71.0","-2.8","560","0.0"
"","MP","13147","0","250.7","150.4","-4.4","419","0.0"
"","Maharashtra","21471","0","445.0","139.5","-3.8","415","0.0"
"","Goa","541","0","12.9","11.8","0.5","23","0.0"
"","DD","320","0","7.3","6.7","0.6","63","0.0"
"","DNH","785","0","18.3","18.4","-0.1","33","0.0"
"","Essar steel","268","0","5.4","5.3","0.1","295","0.0"
"SR","Andhra Pradesh","8202","0","170.0","75.7","-0.7","356","0.0"
"","Telangana","8171","0","167.3","71.0","1.1","353","0.0"
"","Karnataka","10490","0","190.9","43.0","-0.5","604","0.0"
"","Kerala","3453","0","72.0","53.9","1.5","233","0.0"
"","Tamil Nadu","11781","0","250.0","146.9","2.1","518","0.0"
"","Pondy","337","0","6.9","7.3","-0.3","76","0.0"
"ER","Bihar","3957","0","69.0","67.3","0.5","320","0.0"
"","DVC","2939","0","60.9","-30.0","0.8","315","0.0"
"","Jharkhand","1187","0","24.5","17.4","-1.0","31","0.0"
"","Odisha","4064","0","77.5","12.1","0.7","375","0.0"
"","West Bengal","6355","0","115.6","34.4","1.7","510","0.0"
"","Sikkim","100","0","1.4","1.5","-0.1","20","0.0"
"NER","Arunachal Pradesh","126","8","2.2","2.0","0.0","14","0.0"
"","Assam","1390","32","23.0","17.5","0.2","129","0.5"
"","Manipur","178","7","2.5","2.6","-0.1","43","0.0"
"","Meghalaya","347","5","6.0","2.7","0.4","92","0.0"
"","Mizoram","108","6","1.8","0.6","0.9","22","0.0"
"","Nagaland","112","4","2.2","2.0","-0.1","8","0.0"
"","Tripura","242","9","3.4","1.1","-0.1","87","0.0"
