"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6999","0","143.2","69.4","0.0","194"
"","Haryana","7216","0","138.6","89.1","-0.1","279"
"","Rajasthan","8391","0","180.7","59.0","3.1","441"
"","Delhi","3938","0","82.1","63.6","-0.2","138"
"","UP","12878","0","278.3","109.3","-1.7","656"
"","Uttarakhand","1838","0","35.7","18.6","1.8","185"
"","HP","1256","0","24.4","13.2","1.6","234"
"","J&K","1956","489","35.2","30.2","-4.7","69"
"","Chandigarh","211","0","3.9","4.3","-0.4","14"
"WR","Chhattisgarh","3089","0","66.7","18.8","-2.8","395"
"","Gujarat","11857","8","261.8","64.4","-0.9","353"
"","MP","7126","0","148.6","75.2","-0.7","237"
"","Maharashtra","18115","0","364.5","104.0","1.3","644"
"","Goa","480","0","9.1","8.3","0.3","107"
"","DD","306","0","5.9","5.5","0.4","33"
"","DNH","768","0","16.3","16.5","-0.2","42"
"","Essar steel","636","0","7.0","6.6","0.4","275"
"SR","Andhra Pradesh","6735","0","150.9","12.1","2.8","355"
"","Telangana","6366","0","132.5","68.9","1.2","340"
"","Karnataka","8825","0","180.5","75.9","4.1","537"
"","Kerala","3518","0","66.4","52.2","2.2","250"
"","Tamil Nadu","13848","0","300.3","136.3","1.2","911"
"","Pondy","335","0","7.0","7.3","-0.3","25"
"ER","Bihar","3006","0","58.2","61.6","-7.2","145"
"","DVC","2536","0","56.2","-25.0","-1.0","203"
"","Jharkhand","954","0","19.9","15.6","-0.9","105"
"","Odisha","3849","0","75.0","20.8","0.8","398"
"","West Bengal","6968","0","127.0","30.2","1.3","405"
"","Sikkim","65","0","1.6","1.5","0.1","20"
"NER","Arunachal Pradesh","110","0","1.9","2.6","-0.7","10"
"","Assam","1290","113","20.9","15.2","-0.4","92"
"","Manipur","134","0","1.9","2.4","-0.5","2"
"","Meghalaya","280","0","4.9","0.0","0.0","98"
"","Mizoram","76","0","1.3","1.5","-0.2","5"
"","Nagaland","90","11","1.6","2.1","-0.6","0"
"","Tripura","224","0","3.6","3.9","-0.8","24"
