"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5649","0","122.7","100.3","-2.2","142"
"","Haryana","6161","0","121.7","68.5","1.4","384"
"","Rajasthan","5878","0","117.7","53.2","-6.9","138"
"","Delhi","3783","0","81.6","60.4","-2.9","147"
"","UP","10081","1750","225.2","113.7","-3.9","300"
"","Uttarakhand","1636","0","34.0","13.3","-0.2","162"
"","HP","1107","0","23.0","0.6","-0.5","123"
"","J&K","1738","100","27.5","14.0","-0.1","704"
"","Chandigarh","236","0","4.8","5.4","-0.6","0"
"WR","Chhattisgarh","2533","13","60.2","18.6","-1.5","322"
"","Gujarat","9078","80","200.3","70.4","4.9","412"
"","MP","5670","14","114.0","32.2","-2.0","318"
"","Maharashtra","14378","217","317.2","91.5","8.4","451"
"","Goa","370","1","7.8","6.3","1.0","61"
"","DD","258","0","5.5","5.4","0.1","70"
"","DNH","651","2","15.0","13.7","1.4","63"
"","Essar steel","380","1","8.3","7.8","0.5","51"
"SR","Andhra Pradesh","9954","0","221.5","58.3","-1.1","359"
"","Karnataka","6779","300","139.8","22.8","-1.6","158"
"","Kerala","2957","150","55.4","19.8","0.1","197"
"","Tamil Nadu","10650","300","225.3","65.7","-1.7","328"
"","Pondy","267","0","5.0","5.6","-0.7","35"
"ER","Bihar","1934","100","41.5","41.4","-1.6","110"
"","DVC","2480","0","56.6","-20.0","1.6","412"
"","Jharkhand","935","0","18.9","15.7","-2.1","80"
"","Odisha","3356","0","68.0","16.2","0.6","350"
"","West Bengal","6760","0","128.3","45.5","3.4","485"
"","Sikkim","76","0","0.9","1.0","-0.1","20"
"NER","Arunachal Pradesh","99","3","1.3","1.5","-0.3","23"
"","Assam","1115","181","22.9","15.0","2.2","205"
"","Manipur","103","2","1.3","2.1","-0.7","17"
"","Meghalaya","257","6","4.6","-0.1","0.6","48"
"","Mizoram","54","1","1.0","1.2","-0.2","4"
"","Nagaland","97","1","1.3","1.3","-0.4","30"
"","Tripura","178","40","3.3","1.2","0.3","42"
