"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8290","0","181.9","76.3","-1.5","92","0.0"
"","Haryana","7347","0","161.2","89.2","1.8","229","0.4"
"","Rajasthan","10559","0","234.8","81.0","4.5","492","2.4"
"","Delhi","5835","2","113.0","83.8","-0.1","325","0.6"
"","UP","18877","0","425.4","185.3","7.6","982","0.0"
"","Uttarakhand","1952","0","49.5","18.4","1.7","241","0.0"
"","HP","1299","0","25.9","7.1","2.5","257","0.0"
"","J&K","1888","472","36.4","22.7","-5.2","13","8.8"
"","Chandigarh","270","0","5.3","5.3","0.0","38","0.0"
"WR","Chhattisgarh","3611","0","83.4","18.3","0.7","180","0.4"
"","Gujarat","16074","0","352.0","119.9","5.9","644","0.0"
"","MP","8734","0","194.7","113.1","-0.3","388","0.0"
"","Maharashtra","22466","0","494.7","146.2","1.8","627","0.0"
"","Goa","461","0","9.0","8.8","-0.3","40","0.0"
"","DD","312","0","7.1","6.2","1.0","83","0.0"
"","DNH","750","0","17.6","17.4","0.2","46","0.0"
"","Essar steel","402","0","7.4","7.8","-0.3","132","0.0"
"SR","Andhra Pradesh","8525","0","177.1","74.9","-3.0","548","0.0"
"","Telangana","6865","0","148.3","43.8","-1.3","485","0.0"
"","Karnataka","7701","0","152.8","47.8","-4.8","347","0.0"
"","Kerala","3009","0","61.2","44.6","0.5","216","0.0"
"","Tamil Nadu","12443","0","294.6","133.0","-0.3","740","0.0"
"","Pondy","359","0","7.6","7.7","0.0","65","0.0"
"ER","Bihar","4830","0","93.0","89.0","1.2","345","0.0"
"","DVC","3024","0","68.6","-42.1","-0.2","385","0.0"
"","Jharkhand","1099","0","22.8","14.9","2.6","135","0.0"
"","Odisha","4602","0","94.5","39.5","0.6","365","0.0"
"","West Bengal","8149","0","165.3","39.8","1.4","402","0.0"
"","Sikkim","70","0","1.5","1.3","0.1","20","0.0"
"NER","Arunachal Pradesh","100","2","2.6","3.2","-0.7","25","0.0"
"","Assam","1458","64","25.2","21.3","-0.2","116","2.3"
"","Manipur","165","1","2.2","2.6","-0.4","32","0.0"
"","Meghalaya","275","0","5.3","1.5","-0.4","25","0.0"
"","Mizoram","80","2","1.3","0.9","0.0","20","0.0"
"","Nagaland","102","3","2.2","2.3","-0.2","43","0.0"
"","Tripura","264","0","4.5","4.0","0.2","32","0.0"
