"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4630","0","92.5","64.1","-0.5","179","0.0"
"","Haryana","5383","0","100.7","93.1","0.6","206","0.0"
"","Rajasthan","11435","483","206.4","66.6","-1.3","451","0.0"
"","Delhi","3493","0","61.1","49.5","-0.7","157","0.0"
"","UP","11000","415","207.0","100.4","0.1","657","0.0"
"","Uttarakhand","1643","0","33.2","15.5","1.1","222","0.0"
"","HP","1373","0","23.8","18.1","-1.7","33","0.3"
"","J&K(UT) and Ladakh(UT)","2304","576","44.4","38.6","-1.8","257","8.7"
"","Chandigarh","213","0","3.3","3.5","-0.2","28","0.0"
"WR","Chhattisgarh","3517","0","77.5","25.8","-0.8","298","0.0"
"","Gujarat","15431","0","331.2","91.2","3.2","571","0.0"
"","MP","10611","0","203.6","104.3","-1.7","388","0.0"
"","Maharashtra","23217","0","482.7","143.7","-1.4","471","0.0"
"","Goa","467","0","10.3","10.1","-0.3","54","0.0"
"","DD","328","0","7.4","7.0","0.4","38","0.0"
"","DNH","798","0","18.6","18.6","0.0","42","0.0"
"","Essar steel","754","0","4.8","4.9","-0.1","296","0.0"
"SR","Andhra Pradesh","9589","0","200.0","86.2","1.1","522","0.0"
"","Telangana","11719","0","233.4","139.3","-0.4","1142","0.0"
"","Karnataka","13030","0","259.2","84.7","1.4","536","0.0"
"","Kerala","3975","0","82.5","63.7","1.3","261","0.0"
"","Tamil Nadu","15392","0","341.5","179.9","-0.9","459","0.0"
"","Puducherry","396","0","8.3","8.5","-0.2","33","0.0"
"ER","Bihar","3625","0","66.9","60.7","-0.6","200","0.0"
"","DVC","2853","0","59.2","-36.6","0.5","300","0.0"
"","Jharkhand","1214","0","23.3","16.2","0.2","100","0.0"
"","Odisha","4041","0","76.4","0.5","0.1","274","0.0"
"","West Bengal","7336","0","132.2","37.0","1.4","360","0.0"
"","Sikkim","116","0","1.4","1.8","-0.4","20","0.0"
"NER","Arunachal Pradesh","125","2","2.1","2.8","-0.8","5","0.0"
"","Assam","1421","18","23.6","20.4","-0.2","104","0.5"
"","Manipur","178","3","2.7","2.5","0.2","25","0.0"
"","Meghalaya","381","0","5.4","5.0","-0.4","56","0.1"
"","Mizoram","93","1","1.7","1.6","-0.1","18","0.0"
"","Nagaland","124","2","2.2","2.1","0.0","2","0.0"
"","Tripura","247","0","4.0","2.9","-0.3","19","0.0"
