"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9517","0","211.9","135.6","0.1","193","0.0"
"","Haryana","7893","0","158.5","136.6","1.6","301","0.0"
"","Rajasthan","7248","0","152.8","54.1","-0.9","293","0.0"
"","Delhi","5419","0","104.2","87.6","0.3","214","0.2"
"","UP","16283","250","326.6","153.1","1.3","326","0.0"
"","Uttarakhand","1706","0","37.3","12.7","0.4","280","0.0"
"","HP","1262","0","25.5","-4.4","3.4","272","0.0"
"","J&K","1922","480","37.8","14.3","-2.5","129","9.0"
"","Chandigarh","309","0","6.1","6.3","-0.2","34","0.0"
"WR","Chhattisgarh","3150","0","71.6","7.3","-0.9","106","0.0"
"","Gujarat","10668","0","234.9","44.9","-1.8","343","0.0"
"","MP","6328","0","133.7","77.5","1.0","372","0.0"
"","Maharashtra","17339","0","379.5","106.0","2.6","595","0.0"
"","Goa","411","0","8.4","8.0","-0.1","53","0.0"
"","DD","283","0","6.2","6.1","0.1","42","0.0"
"","DNH","675","0","15.2","15.6","-0.4","21","0.0"
"","Essar steel","486","0","9.5","9.2","0.3","183","0.0"
"SR","Andhra Pradesh","6765","0","151.9","33.3","7.3","687","0.0"
"","Telangana","6776","0","143.2","74.4","-1.6","388","0.0"
"","Karnataka","8098","0","173.7","70.1","4.6","760","0.0"
"","Kerala","3192","0","60.3","46.1","1.6","279","0.0"
"","Tamil Nadu","13878","0","303.5","119.2","1.0","680","0.0"
"","Pondy","343","0","7.3","7.8","-0.5","19","0.0"
"ER","Bihar","3703","0","72.8","71.8","-0.1","365","0.6"
"","DVC","2852","0","60.6","-33.6","-0.1","321","0.0"
"","Jharkhand","1012","0","21.1","16.5","-1.5","198","0.0"
"","Odisha","4091","0","81.2","26.7","1.6","345","0.0"
"","West Bengal","7631","0","142.2","40.0","2.2","402","0.0"
"","Sikkim","67","0","1.1","1.4","-0.4","20","0.0"
"NER","Arunachal Pradesh","109","3","1.9","2.6","-0.7","6","0.0"
"","Assam","1499","70","26.7","19.9","2.2","116","1.0"
"","Manipur","127","6","2.0","1.9","0.1","7","0.1"
"","Meghalaya","247","0","3.6","-0.2","-0.4","35","0.0"
"","Mizoram","71","2","1.3","1.2","0.1","23","0.0"
"","Nagaland","110","1","2.0","2.1","-0.2","18","0.1"
"","Tripura","236","2","3.4","3.3","-0.7","23","0.1"
