"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5273","0","113.8","32.2","0.3","145","0.0"
"","Haryana","6052","63","116.6","66.3","1.2","213","1.1"
"","Rajasthan","11572","0","233.0","63.4","2.3","445","0.0"
"","Delhi","3460","0","61.6","44.9","0.4","205","0.0"
"","UP","12894","0","264.6","116.6","0.0","287","1.4"
"","Uttarakhand","1820","0","35.5","22.8","0.8","139","0.0"
"","HP","1531","0","28.2","18.9","0.6","105","0.0"
"","J&K","2198","550","45.8","37.3","2.7","372","10.2"
"","Chandigarh","176","0","3.0","2.7","0.3","28","0.0"
"WR","Chhattisgarh","3599","0","77.0","8.0","-0.7","168","0.0"
"","Gujarat","15343","0","337.5","121.3","2.1","793","0.0"
"","MP","13340","0","271.1","155.1","-1.7","337","0.0"
"","Maharashtra","20615","0","438.1","110.6","-1.1","515","0.0"
"","Goa","488","0","10.3","9.8","-0.1","57","0.0"
"","DD","317","0","7.0","6.2","0.8","59","0.0"
"","DNH","670","0","14.3","13.7","0.6","108","0.0"
"","Essar steel","523","0","10.1","9.9","0.2","294","0.0"
"SR","Andhra Pradesh","7663","0","166.5","66.9","1.3","495","0.0"
"","Telangana","7991","0","176.0","83.1","2.2","425","0.0"
"","Karnataka","10028","0","192.8","65.2","1.4","466","0.0"
"","Kerala","3419","0","70.4","55.5","0.8","358","0.0"
"","Tamil Nadu","12457","0","257.1","134.0","-0.8","397","0.0"
"","Pondy","333","0","6.7","6.9","-0.2","42","0.0"
"ER","Bihar","4061","0","68.8","67.9","-1.6","460","0.0"
"","DVC","2961","0","63.3","-31.4","2.6","396","0.0"
"","Jharkhand","1174","0","24.5","14.7","-0.8","169","0.0"
"","Odisha","4323","100","86.0","37.7","4.5","267","0.3"
"","West Bengal","6065","0","104.8","24.3","5.7","309","0.0"
"","Sikkim","97","0","1.4","1.6","-0.2","18","0.0"
"NER","Arunachal Pradesh","120","2","2.0","2.0","0.1","31","0.0"
"","Assam","1450","30","23.6","18.7","0.4","124","0.2"
"","Manipur","194","3","2.4","2.8","-0.4","18","0.0"
"","Meghalaya","380","0","6.0","4.0","-0.1","135","0.0"
"","Mizoram","95","2","2.0","0.9","0.5","-","0.0"
"","Nagaland","135","3","2.2","1.8","0.2","25","0.0"
"","Tripura","219","0","4.5","1.5","0.7","40","0.0"
