"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4712","0","92.9","45.0","-1.6","99","0.0"
"","Haryana","4894","0","97.7","86.9","0.1","207","0.0"
"","Rajasthan","11369","0","210.3","56.7","-0.5","383","0.0"
"","Delhi","3249","0","57.2","47.4","-1.8","91","0.0"
"","UP","12689","0","232.6","93.3","-0.2","700","1.1"
"","Uttarakhand","1727","0","30.9","19.1","0.3","198","0.0"
"","HP","1462","0","25.8","18.7","-0.6","108","1.0"
"","J&K","1979","495","43.8","36.3","0.0","201","10.3"
"","Chandigarh","187","0","3.1","2.9","0.3","38","0.0"
"WR","Chhattisgarh","3302","0","70.5","20.0","-1.4","246","0.0"
"","Gujarat","14829","0","318.3","75.9","0.5","564","0.0"
"","MP","12884","0","246.0","145.3","-3.8","419","0.0"
"","Maharashtra","20206","0","424.4","138.9","-3.8","401","0.0"
"","Goa","541","0","12.9","11.4","0.9","53","0.0"
"","DD","292","0","6.5","6.0","0.5","33","0.0"
"","DNH","748","0","17.7","17.8","-0.1","24","0.0"
"","Essar steel","302","0","5.3","5.3","0.0","295","0.0"
"SR","Andhra Pradesh","7090","0","151.7","70.9","-0.6","531","0.0"
"","Telangana","7549","0","159.2","68.1","0.8","544","0.0"
"","Karnataka","8819","0","162.3","31.9","-1.0","721","0.0"
"","Kerala","3179","0","64.2","52.7","0.8","227","0.0"
"","Tamil Nadu","10160","0","211.8","132.1","-0.5","503","0.0"
"","Pondy","292","0","5.8","6.4","-0.6","31","0.0"
"ER","Bihar","3751","0","66.8","65.6","-0.8","150","0.0"
"","DVC","2839","0","58.0","-26.3","0.6","300","0.0"
"","Jharkhand","1156","0","23.6","16.2","-0.6","31","0.0"
"","Odisha","4488","0","83.8","21.6","1.1","320","0.0"
"","West Bengal","5716","0","102.1","25.3","3.4","250","0.0"
"","Sikkim","99","0","1.2","1.4","-0.2","15","0.0"
"NER","Arunachal Pradesh","112","1","2.1","2.1","-0.1","74","0.0"
"","Assam","1303","21","20.4","15.7","-0.3","101","0.7"
"","Manipur","188","0","2.6","2.6","-0.1","38","0.0"
"","Meghalaya","340","0","5.9","3.0","0.3","69","0.0"
"","Mizoram","98","1","1.8","0.9","0.1","53","0.0"
"","Nagaland","126","2","2.1","2.0","-0.2","11","0.0"
"","Tripura","218","0","3.4","1.9","-0.5","30","0.0"
