"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8325","0","183.5","73.3","-1.6","78","0.0"
"","Haryana","7961","0","168.5","85.0","1.6","311","2.3"
"","Rajasthan","10522","0","236.0","76.9","6.1","646","3.6"
"","Delhi","5949","0","123.1","94.1","-1.1","187","0.1"
"","UP","18365","0","420.6","180.4","3.8","729","0.0"
"","Uttarakhand","2071","0","44.1","21.5","0.4","126","0.7"
"","HP","1346","0","26.7","6.3","3.5","416","0.2"
"","J&K","1672","418","31.5","10.5","2.7","335","7.4"
"","Chandigarh","319","0","6.0","5.9","0.2","39","0.0"
"WR","Chhattisgarh","3655","0","86.0","18.6","1.1","154","0.0"
"","Gujarat","15755","0","359.6","135.7","6.3","572","0.0"
"","MP","8612","0","194.1","102.7","-3.2","427","0.0"
"","Maharashtra","22973","0","512.4","141.9","-0.8","455","0.0"
"","Goa","498","0","11.2","11.1","-0.5","92","0.0"
"","DD","346","0","7.7","6.9","0.8","85","0.0"
"","DNH","782","0","17.2","17.8","-0.6","105","0.0"
"","Essar steel","381","0","7.0","6.4","0.7","170","0.0"
"SR","Andhra Pradesh","8492","0","177.2","69.4","-0.1","496","0.0"
"","Telangana","7162","0","155.9","51.7","-1.9","281","0.0"
"","Karnataka","8736","0","170.8","48.3","-3.3","420","0.0"
"","Kerala","3680","0","72.4","51.8","1.6","248","0.0"
"","Tamil Nadu","14116","0","316.8","148.5","-0.4","430","0.0"
"","Pondy","378","0","8.3","8.4","-0.1","52","0.0"
"ER","Bihar","4535","0","90.4","90.4","-2.8","200","0.0"
"","DVC","3006","0","71.9","-46.6","1.2","225","0.0"
"","Jharkhand","1209","0","26.2","20.3","1.3","85","0.0"
"","Odisha","4873","0","97.8","43.0","-0.8","225","0.0"
"","West Bengal","8089","0","164.5","48.0","1.8","225","0.0"
"","Sikkim","79","0","0.6","1.8","-1.4","15","0.0"
"NER","Arunachal Pradesh","105","2","2.3","2.0","0.3","44","0.0"
"","Assam","1464","154","27.1","22.8","0.2","206","0.6"
"","Manipur","150","5","2.1","2.3","-0.2","30","0.0"
"","Meghalaya","292","0","5.0","1.8","-0.2","35","0.0"
"","Mizoram","89","1","1.6","0.6","0.1","6","0.0"
"","Nagaland","116","5","2.0","1.8","0.1","41","0.0"
"","Tripura","255","3","3.8","3.3","-0.5","38","0.0"
