"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4722","0","92.7","58.2","0.6","141"
"","Haryana","5667","0","93.0","70.7","-0.1","342"
"","Rajasthan","6790","0","143.2","49.6","0.6","219"
"","Delhi","3332","0","68.0","52.8","0.0","190"
"","UP","9330","3060","215.3","86.6","0.9","373"
"","Uttarakhand","1610","75","33.3","20.5","2.2","219"
"","HP","1210","0","23.8","12.9","-0.1","76"
"","J&K","1824","365","36.9","24.2","-0.2","219"
"","Chandigarh","187","0","3.7","3.8","0.3","10"
"WR","Chhattisgarh","3181","0","78.0","32.9","6.0","432"
"","Gujarat","12156","0","264.2","56.5","-0.5","456"
"","MP","5858","0","117.2","56.9","-2.0","232"
"","Maharashtra","17405","43","372.0","105.2","-0.3","370"
"","Goa","416","0","9.1","7.9","0.5","44"
"","DD","290","0","6.4","6.4","0.0","101"
"","DNH","721","0","16.5","16.9","-0.4","245"
"","Essar steel","423","0","8.7","9.1","-0.4","90"
"SR","Andhra Pradesh","5413","0","128.0","26.0","1.8","615"
"","Telangana","5060","0","110.2","69.6","-2.4","441"
"","Karnataka","7612","450","158.1","32.6","2.2","343"
"","Kerala","3248","125","61.6","37.7","1.7","241"
"","Tamil Nadu","11164","824","258.3","109.9","-3.6","284"
"","Pondy","326","0","6.7","6.9","-0.3","48"
"ER","Bihar","2464","0","49.0","47.2","-0.5","180"
"","DVC","2438","0","57.0","-13.8","-0.2","220"
"","Jharkhand","943","0","20.7","9.7","-1.1","50"
"","Odisha","3808","200","75.5","18.8","2.8","280"
"","West Bengal","7204","13","140.0","38.4","1.2","200"
"","Sikkim","87","0","1.5","1.6","-0.1","35"
"NER","Arunachal Pradesh","102","2","1.8","1.4","0.4","35"
"","Assam","1211","61","21.5","14.5","2.4","205"
"","Manipur","132","3","2.1","1.9","0.2","52"
"","Meghalaya","288","5","4.3","3.6","-0.4","45"
"","Mizoram","76","1","1.2","1.0","0.2","24"
"","Nagaland","106","2","1.9","1.6","0.3","29"
"","Tripura","238","2","3.1","1.0","0.0","67"
