"INTER-REGIONAL EXCHANGESDate of Reporting :31-Jan-17","","","","","","","",""
"","","","","","","","","Import=(+ve) /Export =(-ve) for NET (MU)"
"Sl No","Voltage Level","Line Details","Circuit","Max Import  (MW)","Max Export (MW)","Import   (MU)","Export(MU)","NET(MU)"
"Import/Export of ER (With NR)","","","","","","","",""
"1","765KV","GAYA-VARANASI","D/C","0","349","0.0","9.7","-9.7"
"2","","SASARAM-FATEHPUR","S/C","271","58","2.2","0.0","2.2"
"3","","GAYA-BALIA","S/C","0","329","0.0","5.8","-5.8"
"4","HVDC LINK","PUSAULI  B/B","S/C","0","249","0.0","6.0","-6.0"
"5","400 KV","PUSAULI-SARNATH","S/C","0","215","0.0","0.0","0.0"
"6","","PUSAULI -ALLAHABAD","S/C","0","68","0.0","0.0","0.0"
"7","","MUZAFFARPUR-GORAKHPUR","D/C","124","454","0.0","4.9","-4.9"
"8","","PATNA-BALIA","Q/C","0","979","0.0","16.9","-16.9"
"9","","BIHARSHARIFF-BALIA","D/C","51","205","0.0","2.0","-2.0"
"10","","BARH-GORAKHPUR","D/C","7","629","0.0","9.7","-9.7"
"11","","BIHARSHARIFF-VARANASI","D/C","19","0","0.3","0.0","0.3"
"12","220 KV PUSAULI-SAHUPURI","","S/C","0","182","0.0","3.2","-3.2"
"13","132 KV","SONE NAGAR-RIHAND","S/C","0","0","0.0","0.0","0.0"
"14","","GARWAH-RIHAND","S/C","35","0","0.6","0.0","0.6"
"15","","KARMANASA-SAHUPURI","S/C","0","0","0.0","0.0","0.0"
"16","","KARMANASA-CHANDAULI","S/C","0","0","0.0","0.0","0.0"
"ER-NR","","","","","","3.1","58.2","-55.1"
"Import/Export of ER (With  WR)","","","","","","","",""
"17","765 KV","JHARSUGUDA-DHARAMJAIGARH S/C","D/C","332","154","0.9","0.0","0.9"
"18","","NEW RANCHI-DHARAMJAIGARH","D/C","456","3","5.9","0.0","5.9"
"19","400 KV","ROURKELA - RAIGARH ( SEL LILO BYPASS)","S/C","136","0","1.3","0.0","1.3"
"20","","JHARSUGUDA-RAIGARH","S/C","123","0","1.8","0.0","1.8"
"21","","IBEUL-RAIGARH","S/C","89","0","1.3","0.0","1.3"
"22","","STERLITE-RAIGARH","D/C","0","189","0.0","2.7","-2.7"
"23","","RANCHI-SIPAT","D/C","416","0","6.6","0.0","6.6"
"24","220 KV","BUDHIPADAR-RAIGARH","S/C","5","103","0.0","1.3","-1.3"
"25","","BUDHIPADAR-KORBA","D/C","164","0","2.5","0.0","2.5"
"ER-WR","","","","","","20.2","4.1","16.1"
"Import/Export of ER (With  SR)","","","","","","","",""
"26","HVDC LINK","JEYPORE-GAZUWAKA B/B","D/C","0.0","359.4","0.0","15.4","-15.4"
"27","","TALCHER-KOLAR BIPOLE","D/C","0.0","2447.7","0.0","47.6","-47.6"
"28","400 KV","TALCHER-I/C","D/C","381.8","554.7","2.1","0.1","2.0"
"29","765 KV","ANGUL-SRIKAKULAM","D/C","0.0","0.0","0.0","12.9","-12.9"
"30","220 KV","BALIMELA-UPPER-SILERRU","S/C","0","0","0.0","0.0","0.0"
"ER-SR","","","","","","0.0","76.0","-76.0"
"Import/Export  of ER (With NER)","","","","","","","",""
"31","400 KV","BINAGURI-BONGAIGAON","D/C","0","0","0.0","0.0","0"
"32","","ALIPURDUAR-BONGAIGAON","D/C","399","508","0.9","0.0","1"
"33","220 KV","ALIPURDUAR-SALAKATI","D/C","284","395","0.8","0.0","1"
"ER-NER","","","","","","1.7","0.0","1.7"
"Import/Export of NR (With NER)","","","","","","","",""
"34-HVDCBISWANATH CHARIALI-AGRA00","","","","","","0.0","11.1","11.1"
"NR-NER","","","","","","0.0","11.1","11.1"
"Import/Export of WR (With NR)","","","","","","","",""
"35","HVDC","V'CHAL B/B","D/C","500","0","8.4","0.0","8.4"
"36","HVDC","APL -MHG","D/C","0","2316","0.0","48.0","-48.0"
"37","765 KV","GWALIOR-AGRA","D/C","0","2900","0.0","58.6","-58.6"
"38","765 KV","PHAGI-GWALIOR","D/C","0","1560","0.0","29.4","-29.4"
"39","400 KV","ZERDA-KANKROLI","S/C","80","87","0.2","0.0","0.2"
"40","400 KV","ZERDA -BHINMAL","S/C","6","218","0.0","2.3","-2.3"
"41","400 KV","V'CHAL -RIHAND","S/C","0","0","0.0","0.0","0.0"
"42","400KV","RAPP-SHUJALPUR","D/C","0","420","0","7","-7"
"43","220 KV","BADOD-KOTA","S/C","32","33","0.1","0.2","-0.1"
"44","","BADOD-MORAK","S/C","0","60","0.0","0.9","-0.9"
"45","","MEHGAON-AURAIYA","S/C","34","0","0.5","0.0","0.5"
"46","","MALANPUR-AURAIYA","S/C","5","15","0.0","0.1","-0.1"
"47","132KV","GWALIOR-SAWAI MADHOPUR","S/C","0","0","0.0","0.0","0.0"
"WR-NR","","","","","","9.2","146.4","-137.2"
"Import/Export of WR (With SR)","","","","","","","",""
"48","HVDC LINK","BHADRAWATI B/B","-","0","1000","0.0","20.3","-20.3"
"49","","BARSUR-L.SILERU","-","0","0","0.0","0.0","0.0"
"50","765 KV","SOLAPUR-RAICHUR","D/C","0","1274","0.0","23.3","-23.3"
"51","400 KV","KOLHAPUR-KUDGI","D/C","127","299","0.3","1.0","-0.7"
"52","220 KV","KOLHAPUR-CHIKODI","D/C","0","280","0.0","5.9","-5.9"
"53","","PONDA-AMBEWADI","S/C","0","0","0.0","0.0","0.0"
"54","","XELDEM-AMBEWADI","S/C","84","0","1.6","0.0","1.6"
"WR-SR","","","","","","1.9","50.5","-48.6"
"TRANSNATIONAL EXCHANGE","","","","","","","",""
"54","","BHUTAN","2.3","","","","",""
"55","","NEPAL","-8.3","","","","",""
"56","","BANGLADESH","-9.3","","","","",""
