"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10916","0","249.6","131.8","0.5","165","0.0"
"","Haryana","9393","227","205.6","127.1","1.2","196","0.2"
"","Rajasthan","10334","771","229.5","86.0","2.1","346","1.7"
"","Delhi","6087","0","124.5","98.4","-0.7","213","0.1"
"","UP","17660","1545","388.0","185.5","1.6","407","3.5"
"","Uttarakhand","1987","0","42.0","14.1","0.6","164","0.0"
"","HP","1369","0","29.1","1.3","3.2","251","0.0"
"","J&K","2048","512","40.5","15.2","-0.7","275","9.6"
"","Chandigarh","335","0","6.5","6.9","-0.4","24","0.0"
"WR","Chhattisgarh","3684","0","84.2","23.6","-1.4","135","0.0"
"","Gujarat","14803","0","327.5","71.1","5.8","826","0.0"
"","MP","7933","0","181.0","106.7","-1.3","390","0.0"
"","Maharashtra","20015","0","438.9","115.3","-1.2","361","0.0"
"","Goa","409","0","8.7","8.6","0.1","50","0.0"
"","DD","296","0","6.6","6.5","0.2","82","0.0"
"","DNH","704","0","16.1","16.5","-0.4","30","0.0"
"","Essar steel","340","0","6.1","6.0","0.1","167","0.0"
"SR","Andhra Pradesh","6587","0","145","23","1.2","420","0.0"
"","Telangana","7895","0","168","86","-2.1","255","0.0"
"","Karnataka","8104","0","176","82","3.1","790","0.0"
"","Kerala","3349","0","66","47","2.0","290","0.0"
"","Tamil Nadu","12418","0","272","86","5.6","635","0.0"
"","Pondy","334","0","7","8","-0.3","28","0.0"
"ER","Bihar","3927","0","72.1","67.0","1.8","225","0.6"
"","DVC","2821","0","62.3","-28.4","0.0","220","0.0"
"","Jharkhand","1229","0","23.1","14.5","0.8","100","0.0"
"","Odisha","4335","0","78.1","20.4","-2.9","250","0.0"
"","West Bengal","7973","0","142.1","50.2","0.5","250","0.0"
"","Sikkim","92","0","1.1","0.8","0.3","15","0.0"
"NER","Arunachal Pradesh","127","1","2.2","2.8","-0.6","26","0.1"
"","Assam","1536","173","28.7","21.1","2.6","189","1.9"
"","Manipur","161","1","2.1","2.2","0.0","21","0.1"
"","Meghalaya","290","0","4.6","-1.7","-0.4","23","0.0"
"","Mizoram","76","2","1.3","1.1","0.1","13","0.0"
"","Nagaland","102","6","2.3","1.9","0.2","11","0.1"
"","Tripura","240","5","4.6","3.1","0.3","31","0.1"
