"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5849","0","114.7","60.8","-0.3","144"
"","Haryana","6489","0","133.7","99.0","3.5","301"
"","Rajasthan","9996","0","208.5","63.2","2.2","229"
"","Delhi","3222","0","57.4","46.5","-0.1","256"
"","UP","13271","0","288.4","107.4","1.1","241"
"","Uttarakhand","1801","0","34.2","18.9","0.0","132"
"","HP","1458","0","29.0","20.6","1.5","118"
"","J&K","1958","490","43.2","35.8","1.0","226"
"","Chandigarh","182","0","3.2","3.3","-0.1","18"
"WR","Chhattisgarh","3591","0","85.9","24.2","0.7","329"
"","Gujarat","13471","0","301.4","96.2","-0.5","256"
"","MP","9737","0","195.8","113.4","-2.5","421"
"","Maharashtra","21254","0","460.0","163.9","-1.6","508"
"","Goa","559","0","9.4","8.7","0.3","92"
"","DD","310","0","6.9","6.8","0.2","50"
"","DNH","742","0","16.8","17.0","-0.1","14"
"","Essar steel","462","0","7.3","6.6","0.7","217"
"SR","Andhra Pradesh","7420","0","161.8","23.2","3.2","658"
"","Telangana","8565","0","175.0","77.6","-1.5","406"
"","Karnataka","10000","0","224.5","85.4","2.8","592"
"","Kerala","3238","0","68.1","56.9","1.2","228"
"","Tamil Nadu","13483","0","289.2","159.5","-2.1","853"
"","Pondy","322","0","6.7","6.9","-0.2","29"
"ER","Bihar","3612","0","63.2","60.4","1.1","385"
"","DVC","2698","0","60.3","-38.8","-1.8","305"
"","Jharkhand","1139","0","22.0","16.8","0.3","125"
"","Odisha","4013","0","75.1","14.0","-0.7","365"
"","West Bengal","7139","0","122.3","29.2","-2.1","345"
"","Sikkim","91","0","1.4","1.7","-0.3","15"
"NER","Arunachal Pradesh","135","1","1.7","2.0","-0.3","5"
"","Assam","1174","229","20.5","14.9","1.6","24"
"","Manipur","128","1","1.8","2.4","-0.5","2"
"","Meghalaya","242","0","5.0","3.4","0.1","15"
"","Mizoram","87","2","1.3","1.1","0.1","3"
"","Nagaland","84","6","1.3","1.8","-0.6","7"
"","Tripura","214","0","3.8","2.6","0.0","11"
