"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5057","0","94.8","7.6","0.2","109","0.0"
"","Haryana","6009","0","110.3","66.9","1.2","237","0.0"
"","Rajasthan","10525","0","200.2","65.6","1.1","233","0.0"
"","Delhi","3373","0","61.1","43.8","-0.9","190","0.0"
"","UP","11967","395","266.3","83.4","0.0","628","2.5"
"","Uttarakhand","1833","0","33.1","17.7","0.0","252","0.0"
"","HP","1487","0","26.1","18.5","1.1","257","0.2"
"","J&K","2015","504","41.9","37.7","-0.5","207","9.9"
"","Chandigarh","174","0","3.1","3.5","-0.4","6","0.0"
"WR","Chhattisgarh","3301","0","69.5","11.0","-0.9","95","0.0"
"","Gujarat","14027","0","306.1","86.1","3.8","731","0.0"
"","MP","9068","0","230.9","158.0","-1.1","291","0.0"
"","Maharashtra","20775","0","432.1","157.2","1.7","341","0.0"
"","Goa","444","0","9.0","9.4","-0.3","32","0.0"
"","DD","318","0","7.3","6.3","1.0","95","0.0"
"","DNH","744","0","17.3","16.3","1.0","116","0.0"
"","Essar steel","471","0","10.1","10.1","0.0","212","0.0"
"SR","Andhra Pradesh","8087","0","171.0","65.6","1.9","451","0.0"
"","Telangana","6795","0","145.6","60.4","-2.5","371","0.0"
"","Karnataka","9291","0","203.6","86.7","3.7","492","0.0"
"","Kerala","3595","0","68.1","53.7","1.0","268","0.0"
"","Tamil Nadu","14217","0","297.2","164.6","2.6","485","0.0"
"","Pondy","344","0","7.1","7.5","-0.5","24","0.0"
"ER","Bihar","3360","0","60.9","53.7","1.5","356","0.0"
"","DVC","2734","0","65.7","-30.8","-0.9","315","0.0"
"","Jharkhand","1145","0","22.8","15.2","-0.2","145","0.1"
"","Odisha","3477","0","65.0","35.0","2.2","385","0.0"
"","West Bengal","6269","0","100.8","18.5","1.2","402","0.0"
"","Sikkim","103","0","1.9","1.7","0.1","20","0.0"
"NER","Arunachal Pradesh","106","8","2.3","1.8","0.5","43","0.0"
"","Assam","1449","7","23.8","17.8","2.2","268","0.3"
"","Manipur","162","10","2.3","2.5","-0.2","35","0.0"
"","Meghalaya","298","0","5.5","3.0","-0.1","40","0.0"
"","Mizoram","83","6","1.5","0.7","0.7","45","0.0"
"","Nagaland","103","6","2.0","1.5","0.0","28","0.0"
"","Tripura","210","3","3.1","1.7","-0.3","57","0.0"
